people_id	car_vin
8e4a9cbd-4fc6-4e76-9de8-05ead553028c	WBANB335X4B036570
30b0610e-0474-428a-a942-54c76d0630a8	3D73M4CL1BG505385
df13e749-b4cb-497d-a194-19147054f468	WVWED7AJ5DW136475
c1a01d84-93d7-4443-9255-72d82419e3a9	TRUDD38JX81893343
d36e0291-8375-427d-b68d-555234153536	KNAFT4A28B5466335
c88f4eef-da23-4588-946e-55ec66bce93e	1GYUKGEF8AR103482
92d206b9-b4b6-467d-a5c3-edd6b9c0e003	WA1YL54B44N491419
10647fd3-ce36-4ade-8da0-66d751f55b32	WAUKG78E36A682210
af599196-af90-47fe-a897-a2dd89ca8849	WBADS33471G782542
0da07858-4bd5-49cb-9670-532469073770	YV1902MD0F1417664
cd96db2f-8916-44f8-a0d7-c614166ced34	1G6DN57U570451561
3bb185d8-e47b-4d7a-b3df-c12c2d58a8b5	3GYFK12299G012420
78531fee-4bc5-4c62-b474-ca02dbf21f57	KMHHT6KD3CU025884
fbf6f5a1-52c4-49c4-817f-ac60251fa463	1D7RE5GK3AS002964
b525fb1b-6ad9-4829-a1b2-5c451f14fd85	WAUDG74F19N041982
bcfdbd67-e03c-4101-a62b-fec99e0775a5	SALAC2D48AA920645
cee2bb67-e2e3-48c4-bddc-83efd54dc814	1N6AD0CW7FN866280
6c827b60-0d61-434c-a9b3-f0538bb79079	4T3BA3BB6FU659016
ea8011d1-465c-4071-a2f9-fbb19ea76aab	5NPEB4AC3DH761520
671eab66-80e8-4e8c-835b-3a196bd42453	WBSBR93416P519861
46c56ffa-0203-40d9-8bad-a6d7c7ae5205	JTDJTUD35DD689507
98f110e7-52db-4d13-990e-6f71bfc225b4	2T1KE4EE8DC004105
d44f2e13-f61f-4320-b6de-798c41968f42	WAUDH68D81A947901
b0b45ccf-dd9d-4e89-8231-5a9636332098	JH4DC53862C043197
e7233326-48b4-47bf-badc-d31b9661fe6c	SCFEDEAN6CG046222
f71511e2-4157-4060-9e5c-3ffe605e5a14	1FMJK1F53CE252686
795eb63f-0d27-4459-b701-3c6d18dea7ab	2G4WY55J611857460
1049cacc-f0bd-4bee-b657-709071fc892b	WBAUN1C53BV906405
3273d611-302b-4f57-8edb-82b8e40bf500	WBALX3C51CD017496
f9b40529-4556-4572-8c89-6933db2cebe8	WA1EV94LX8D935363
a9ae5e34-d23a-4135-abcc-e8d0c77a2498	JN1CV6APXCM812905
4bfc96d9-9745-49cc-b47c-019bfc0d2e36	WBABW33424P248204
65dee7e4-1560-4a30-88ac-18045f5ecfde	WAUNG94F49N499502
eba327e5-81eb-475a-b526-c6ee41cc7e33	WBALL5C52EP863015
c11d8f23-e191-458f-ae8c-05e3ba4bc49b	5FRYD3H29EB873770
b67a2311-e246-40dd-81a3-0d5310a53719	1GKS1HE03CR388892
18a1c0eb-ba33-440b-9283-75cf8e01bcd7	WUARL48H74K416379
fea6d086-6a9a-4bb0-afab-087e7d8e5cf4	JH4KB16697C986771
073f5f3a-559f-4512-b94e-b7fe2f5de754	5J8TB4H34GL493298
f6ba012b-c1cd-4cd6-9032-7e7b608d7da6	JHMZF1C69DS710745
799277f3-d4e5-46e1-a409-342236998f3e	WAUFEAFM5BA672125
e99402c2-6f65-462d-8ea0-af057dcd4652	KNAFU6A26A5571513
166cb59c-fefd-46fa-9f77-2a2e3436c30d	WAULT68E33A263134
527655c3-5570-4c6e-926c-a4a24dcd72b8	WBAGN83473D573324
e402597e-ebb9-421d-b8ad-3066f83e4ec8	1G6DM5ED7B0246046
0c1c9c9b-1ba9-4fc4-be1f-c5fcb265ed05	3GYVKLEFXAG145715
c7daf5e8-46da-4ee2-96b9-de18dc295abb	WBA3N5C53EF171524
d0ec749f-e0ef-400f-a255-e644443701d1	1FTEX1C82AK929800
a7a9d528-64d2-4552-9a1a-d6f8d41762ef	SCBDR33W37C507320
2d0840d7-1214-4dbc-9354-dce8ce450815	WAUBF78E16A440373
34609458-59b1-45f0-84ad-9ba02d0e7b94	1FMCU4K34CK181573
badee6c5-43dd-45b0-9da0-153a9601473a	1C4RDJAG3CC653308
2e61f231-8f11-4626-8489-d7a673dace71	1D7RB1CP0AS689386
9f9a8c8f-2a8a-4d89-9cc7-d5dba201a1ef	WAUGF78K89A989651
d434f163-ffb7-41c7-9783-9273bc5a6492	WBABS53411E293911
825c9f00-ed0d-4dbf-951d-3e008b0860d5	19UUA65536A045296
ca34394b-3281-4b0b-842e-87a7fa68ce17	JN1AZ4EH4CM452078
a125013e-046a-449f-95d5-1327962851c2	JN8AF5MRXFT721950
76037a55-0bca-4f6f-bfaa-ac7f5ca96f10	3C4PDCEG0DT078085
f5b2aed5-ca6a-41d9-a360-a80ee2eea0eb	1YVHZ8BH3A5762697
22d8caf3-4cf9-4aaf-8954-5e6e33c618e0	1G6AL5S37D0947562
d45c634a-ac81-415d-bcf9-f1ad957e8af1	3GYFNDEY4AS287963
3f848af7-bf06-4758-81dd-4fe6d5b8afea	5GADT13S152893319
7811ac44-b0ea-4a0b-98e4-db8ef8f3959a	WAUEH48H78K701714
7cb11c41-968b-4b7c-9cff-5d06efd99bb8	3VW4S7AT2EM924826
baf93971-2857-43bd-8cbd-7f24b9e00b11	WBAVB77588N959197
6949e756-6dcd-4042-a894-8a42e6a61789	WAUDF78E97A582836
21a3e4da-861c-417b-b6a4-17891133bd74	WAUSH78E36A325106
e613e7fc-70cc-4e4c-a87d-523a1983e29c	WAURVAFD2CN555335
442f7e0f-3f23-44c0-a5bd-5f199f43dcf5	5TFBW5F13BX610781
8e8074f5-222a-4b9f-9b81-cc7ad1368491	WA1YD64B42N045156
9804866b-4d98-4d18-95e7-d09f81b21622	1N6AF0KY5FN988763
4f177ce9-8948-44fc-bc13-1c103de46e48	1D4PT6GX6AW338225
f0c2227d-35ca-4c3a-b280-204b746a8258	KMHGN4JE2FU398777
d9539004-801b-4969-ba9e-188a11f4d3c6	2G4GK5EX3F9032608
87c33338-306f-4cc2-8a04-918d0ffc89ba	JH4DC54873C607388
1bafe2dd-6313-4fd4-ac5f-7e6d9009273d	1FTWW3B51AE075469
867e389c-04ca-4ccd-b43b-051faf7fd8e0	JH4CL968X8C928980
f578fb1f-8879-4bcf-98ff-9e58e881c339	1GYFK23299R215294
6d146cc0-d12b-490d-b342-68c8c9d4ff1e	JN8AS5MT5DW723740
61ae938f-829b-4e66-bb24-ba3bac96c73c	JTDKTUD35ED763952
db1139b8-81bd-45a0-b8e5-e101e3eb0886	JTHKD5BH5B2730036
f7390d24-1265-4f11-81b5-e682cfd631a3	WAUPEAFM6BA040786
f1016f8b-04e3-4e8c-bdfd-d3a41c6e1929	KMHFH4JG2FA542883
84fc12da-59ff-4b2a-82c7-0fbbfca7881d	WBABD33466J180047
face35dc-1fd9-488d-9d65-e2b2c5719336	KMHFH4JG1FA404784
73921e09-c9bd-49f9-9d21-d8ad83340491	JTDKTUD33DD434049
0e5bdd33-cba1-471c-a9b0-179a111a6415	JTDKTUD31DD054756
e248e097-bd60-45d9-b531-1b90a2ab794f	2B3CM5CT6BH661343
40301e4f-613e-468b-bc31-003edc0f2620	1G6DL8E3XD0579713
a961fbdc-af4f-485c-9bb7-622b859ecf80	WBANV1C50AB942735
1f90d05d-fa3a-4f72-90f5-99714e55d25c	WBAEW53463P890268
c6349908-6206-4fc5-bee4-1f2025f37ea9	JH4NA12652T640019
c3f92688-ed26-4581-ad49-f5675e210c3a	WVWED7AJ9DW563366
8e4353d0-820e-4e1d-b59a-bef0d7dc4540	KL4CJDSB3DB134067
75e6364a-ca08-4b14-9e85-28ec77f3da51	WDDLJ7GB8FA353668
012a873b-d401-4086-8328-2180d98c8879	2C3CDXL96FH862765
c2340f31-9d01-4969-a1cc-608f0a8f6ca3	4USCN53472L787809
ce110d47-9cab-4847-833f-8d34554c1eac	1GYS4KEF3ER749619
ae88e173-0d15-475e-8a86-3bc530a84ba6	5GAER137X8J961013
a0eb0a5f-a91c-4422-ba46-a3a1e01c04f7	2T3BF4DV5CW675265
e8e37421-a767-45d9-82bb-881a1de58e08	SALFR2BGXDH217013
162358e7-317e-4013-a7c6-b0efa90194a2	WBY2Z2C53FV327830
096a59bc-dedd-4f15-8ce2-57f5318b8fd5	JTHFE2C2XA2443216
7d603bc3-6483-4eeb-9528-0233dd3e7fe1	2G61W5S82F9229820
6b972af7-dd2c-42d1-9259-036a724bd26d	WAUSF98K19N644556
1122e41f-0ad8-496d-adb4-a7fc8c76caa2	1D7RW2BK8AS865388
8bb3e3d0-5901-4778-9f5f-4d23b92d98dc	SALAK2V69FA344364
aaf9e49e-1e2c-4ca0-be0d-bd229d42086c	2C4JRGAG8ER308111
3ef60037-c350-4fcd-a179-f05d465f2455	WAURV78T98A833816
2abcbd11-e86e-4d11-9c03-3ab40ed1461f	WUADU78E28N324258
ca2a0002-df4d-4189-a09e-34dc37c36f2d	WAUEV74F47N066575
6279c3f7-103c-466e-bf5d-d750aca444ec	19XFB4F23DE233002
97bcffc5-3a13-4cfc-a6e4-3c643896432e	WBAFR9C54DD222158
06c8d3ff-0251-4c1f-a7d9-8e5c59d4bd09	1N6AF0KXXEN371526
a03351e7-fe60-4bcb-b010-ae4e9b1ccf40	3VW8S7AT8FM743250
a464a6fa-50aa-4d27-887b-44fa8a77abf3	4T1BK1EB8EU075706
9e4c0ff5-095c-4d17-837c-5765bdbf5dc8	1N6AF0KY6FN340557
83ff7ef8-b35a-4f69-a603-9ae715c2299e	WBAUN7C52BV259563
6d801066-0a81-4e5a-aa55-92daad1f78ad	WBAGL63545D342502
492cb7a5-ebf8-4855-b152-8963b20778dd	SCFFDCBD4AG532927
96a1d663-57b6-438c-981c-3a295ec70830	5FRYD4H69GB457567
c58423be-e725-45a1-91ae-92d026d8bc2b	WA1EY74LX8D342839
d6412e79-6a32-4ee2-a59c-3a3a88e28423	4T3BA3BB0CU177184
6cabe6b5-b39f-440a-a4be-37f163a0cdbd	JM1CW2CL9F0074538
c896dc62-2b28-4d92-a7b8-80abab002815	2HNYD18211H077857
64610284-9d96-448e-bfe9-62cce87138cf	SCFFDAAE2CG882798
d03b952a-7c14-43f2-ab7e-e878ad3436cc	5UXXW3C5XF0588213
23f42d67-9711-4a04-86a7-cc6ab907ef4c	WAUKF98E66A128786
785d881e-c894-4180-856c-79d28a98750b	YV1612FS7E1356856
1a4ca78f-9003-4f4c-996d-39af19927014	WAUDV74F38N774779
94afd79a-bd2e-4b14-8308-6b032d430701	JH4DB85981S632380
7aebc3f0-20a3-4bf3-8c3a-427368dca42f	WBAKB83519C427494
8dc9d0c4-0f34-4933-a512-6843d291c441	WAUFFAFL1EN248670
6d82c440-6dc5-4c90-8788-83520e6d07ee	WA1EV94L98D371804
a39b68d8-0647-410c-890a-43a988245c54	5N1AN0NU1AC469725
21b9a5f7-da08-46fa-9b41-5cc38735e967	1FTMF1EW8AK316056
ccd827bc-3150-4e41-baeb-c4eb20d24a4e	1G6AC5S31F0092361
0a57eb5d-a102-4269-b16f-feebd054fa73	KNADM4A39E6198441
9ffddb8b-d60d-457c-be60-1e87b81fcd0a	1G6DV57V890294619
1f67a1c4-03c2-49ff-80c9-536a856b2f43	WAUBFAFL4AN089149
3450abda-115d-4221-bb43-3d9d9a933997	2C4JRGAG3ER854704
9671fc80-0fa3-48ed-8b0c-0762bcba6482	1ZVBP8AM1C5919563
afbb8716-538b-4e49-9806-5785593b9725	1N6AA0EJ9FN478445
a91707a5-6524-47d4-bfc3-b6700d06c74a	5TDDCRFH6FS636101
2e2c5955-65ac-461f-b6b2-d3bf53e516ed	3GYVKLEF4AG989720
ddcaedb7-f8bf-4d72-ae63-9b9fa3afcb7f	1GKS2FEJ4CR713656
a1ce623d-de7a-4217-8f87-a3ba55593f78	WAUSH78E88A256268
fc3c1b04-0da9-47cf-bf42-18d6c4fc57e5	WBA3B9C57FP111001
fb06f933-fd3f-4dc5-b25c-38e2650661c2	3VWJP7AT9CM059032
2835daaa-c7b4-4fe9-aee9-dd1239f2cb9e	SCBLC37F95C474280
f5b15c7e-6507-4caa-a18b-3c9dff41f9c4	WBA3A5C57FP905833
e01f76e8-0b0d-4f0c-87d1-b50dab8d526d	WBA8Z5C50FD405920
448225a6-bb6f-4fc1-87ec-2bacbb1efd99	1G6AC5SX3D0225217
deea73e5-9513-4621-94de-bc5dff8bd540	1GYS4CEFXBR425696
98bf7259-8a05-4710-b5b1-37b1edbb2fc9	WAUDGBFL5AA140919
8f14124e-f641-4812-a04c-61738cfa3d08	WAULFAFR2EA858429
624efad7-776a-4949-bfc7-fdbd8e639557	WAUGL78E98A264657
71947031-d943-49fe-a5dd-21b8f588ea7c	WAUBFAFLXEA996775
5c2752c4-f8f3-4cc3-a9aa-239bddc9a0ee	WAUGL78E17A402884
81e5885e-acb1-4222-960a-891ca8d8c419	1D4PT4GX7BW370803
b9108a76-2d3d-4b15-8bfd-41f424947b53	2G4GN5EX4F9622694
0f4d7108-c577-4c78-971d-73d642e87fd9	WAUUL98E27A940203
215c524b-92eb-4c7b-bdca-6ac7ba412834	5TDBKRFH9FS043679
bc3ca66d-dfc3-46ec-8f88-42988516182f	SCBDR33WX7C389119
2974a1ef-a494-48e3-b8f2-30ee8fd5a5e1	WBANA53564B494590
17583650-7ca0-4692-bffa-c3b7667a0db5	1FTEX1CM6BK505406
7daa3744-0d4a-4510-895d-f1d66fb393a4	3C6TD4KT1CG347246
f6213661-8ef4-4753-a6df-dec01594e04a	1FTMF1E88AK038082
7d2d1ec9-fbad-427e-806a-1f40f18e60f9	1FTEX1C88AF231300
50da2b8a-0797-4be5-aa10-bd34bbc09196	2LMDJ6JK8CB953933
32bb3de4-0c8d-40de-88c8-5697f3fcafcb	WAUEH74F36N485068
6f207ca2-a637-4182-bce6-80a023ff9f96	JTHFN2EY7A9607823
20ef4ca7-90b6-42fd-94f4-286bd35b3efd	3VW517ATXEM287725
436d9210-8672-4f6a-bcb7-5fdaeb407305	WAU3VAFR6AA900579
e8d4f3bb-7a39-4112-b9a7-4953dfe57466	1GYUCCEF4AR960078
ba998bc8-1c97-4bd5-9fc3-1a7356971536	JTEBU5JR6F5124238
2cba7e34-cd66-49a5-9092-a9c472dc85d2	JM1DE1KY1E0411278
61efac80-9f2c-47c7-a8f3-2328e0cc06fb	3C3CFFCR0FT368445
40471d88-da58-4d94-9a34-c21300472b7b	WBANW53559C438725
e1cb7253-9955-412c-ba48-a8e478e883bf	1G4HD572X8U504650
ad930ff2-a07d-4891-926e-aa0d7802e598	1C3CDFCA5DD518570
b97cb925-0249-43a8-a684-c05db853daca	WBAET37455N325712
902ffd13-3d78-475c-9074-a80098124c04	TRUSX28N821199141
a8fa2838-aeae-40bd-9b4c-d3a0b43e3735	2C4JDGAG2CR806770
190408c9-2fbd-4f08-bf97-e1ba3135b8c8	SAJWA0EX6E8729983
8097c7eb-74b9-4ecc-b925-1ca6706ddcbf	3D73M4EL5BG269997
dab1975c-84d5-4aab-bb6f-5b8ce663cc2e	3TMJU4GNXEM365503
dadddd26-adce-4809-b181-3ae11b19892f	SAJWA2EK9EM704745
dedbfd50-ff62-4029-9fb7-2153b73e4eae	5UXWX7C54E0296720
a134d685-42db-46f8-99b4-6d724267b3cc	2G61V5S39D9301682
6616c9a4-b6dc-44f0-a217-325f1b0c53e5	WDDGF4HB0DG036168
4076c427-53d1-4313-97dd-acb542000587	SALCP2BG9FH395183
d00368a6-3316-4600-8b37-03846d6e82e4	JN1BJ0HR9EM902318
e3a79dfb-22ac-4b54-ad00-0fe87048094e	WAU2GBFC0DN045852
c443bb60-9930-4d70-8d3b-5f2267a510fc	5N1AT2MK0FC235925
443fa47e-7365-40e9-9ecd-d10cb4d08125	JTHBP5C23B5525427
2979d7ae-65f0-4459-a430-e34e4602d21e	JTDKTUD34DD262291
54f0a9f4-0244-45e8-969b-a911e933a365	1N6AA0CA7FN055379
0e6b3b36-3f2a-4902-81e3-368dc6c77177	3VW217AU6FM737920
63836852-93ca-48fd-8dfd-b6dcb3278c2f	1N6BF0KL5FN811798
0188def1-c59d-4038-9560-20b48d9cbc41	2B3CA3CV5AH298501
c14176ab-7f4e-43ce-9824-c694c83a0fc3	JN1CV6AP7BM982279
cd56f196-2c5d-40ae-923a-4d489159d54f	2D4RN4DE2AR538375
e74c5f6a-2978-4892-b830-03ee4394ee3b	JTJBC1BA5C2658138
e567c283-38fd-49d9-997c-c295431e7d45	WA1CFAFP3CA677056
382cd94d-033c-4cfc-89e4-542a2e63ac15	1FTEW1C88FK942092
bd7dea88-4153-42c9-8736-958ad6b01a58	WAUEFAFL1FA582802
111de6b0-9c4d-4f25-aa73-f6180fa9696a	KM8NU4CC9BU993321
d4f86938-0df8-4d17-ad8d-c6ade74498b8	1G4GE5ED9BF455014
2658a28d-9335-4701-af57-69171d8dd1c3	WAUDH94FX8N840487
5bddeb35-5845-41ef-9e3b-4bbc66155573	WBA4A5C52FG519406
d07eb0a4-c130-48ac-84bc-f93d4696360e	1G4HP54K144134534
a6e983a6-d3e7-488d-9f06-c51dcaca0645	1FTNF2A5XAE299217
dc2ece80-2704-45bb-be6a-d38d75ba22ec	JHMZF1C63CS967771
4c700fd9-eee5-4539-bd0d-0776751066e6	WAUAH74F68N328104
b167bcab-25d5-49a4-951d-db6509e5febc	WA1CGAFE5BD287326
a5b2bdf3-8428-4bdc-b7d9-c43d5c03f453	JTHDU1EFXE5410726
e1cec73d-b8ba-447f-bea9-d9d4fda25fb9	WA1VYAFE5AD572984
bbe7d516-0113-475b-9c0e-e72ba63a0398	JN8AF5MR1FT309593
8630f74b-0f8c-44d6-a90b-2889ef0a4c99	2G4GK5EX1E9668989
6316a8ae-3e73-4c4a-8a82-f7bde3001fa8	JHMGE8G35DC668913
31f5c049-5828-4683-ab58-20f5fde76e1d	3GYFNFEYXAS814285
a243c193-f2f8-4842-bb70-2fc99b717058	JN8AF5MR4FT665391
cc9b2e79-af86-41b3-9784-e34b97057a0b	4T1BD1FK9EU063315
93f20d11-4fe1-400f-9fa8-a33216f98d5a	JN1AZ4EH0DM685120
a655e46e-494a-4a78-b80b-30bd1ff5e93d	2G4GU5EV9C9665229
a8878c98-2007-44c0-abe7-6844d8ebb492	5N1AN0NU5CN673337
c1ea3f7f-2a40-43c8-96d3-331549a10d90	YV4902BZ0B1456945
a998481a-8820-4b73-82d2-59dfa1e3162a	1HGCR2E70DA216355
41e0a375-284f-4bb4-8346-5dd067164395	5TFCY5F1XBX061613
0e54f367-8f55-42ef-acc7-8df5e5f79541	3VWML7AJ1EM984415
4b19aa46-6c93-405d-b78a-ddde4245fba9	2G61L5S3XF9649936
ced9fd0a-e7f8-4f44-a9ee-525d11aee871	JN1AZ4EH7BM465003
a8c5c069-87fc-45fc-97b7-d0d57bd0952d	WAUJC68E95A286783
e8c9b89a-44f9-431c-ac83-7d68bdec93ec	WAUMR44E76N703236
b7176d23-5439-437a-a651-6142b3c096b2	1FTMF1CW5AF850319
6e9ae6b5-1063-4757-b7f8-64b1d3350343	1D7CE3BK8AS797477
e29c09c7-dd39-40dd-b268-a8dea3dcc45a	SCBDC47LX7C999562
18c80ed0-09ba-4ccc-a180-526b35a1e0f3	JM1NC2MFXE0903464
8e41e3e9-4c07-4174-8a50-1e78b65e5f96	WAUDG74F39N570141
edc8b74a-77b2-4767-88d5-259d1953f32b	WAUKG74F46N643309
accf3885-48d2-4416-853d-9c4c780ecebb	WBAKE3C53BE124205
f6893d65-5b05-43d5-bb73-50173a799d33	2D4RN6DXXAR542798
cb950d90-4a50-4fd9-9012-62e77025e87f	2HNYD284X7H024543
aa230428-10bd-42ad-9af0-ddbe3c11429c	5TDBKRFHXFS002638
c188dd03-92ac-416c-b8e8-a27e082f58c3	3C3CFFER7FT559048
ea6bad6c-4931-4d99-a248-1f6294405567	KNADM4A3XE6979808
56eeba1a-d57e-40fe-bed1-8e252ba5b0ed	4T1BF3EK9BU482655
f5a38fea-8f9f-44fb-88b2-8b891e5a1b95	1G6DV57V590665199
3c838c0b-24c8-4fa8-8220-0a6ed6c855a5	JH4CL95825C164216
6f8254ef-d70a-4cf1-a93c-af9cf9d2fa55	5XYKT3A17CG056301
38da34db-c5c3-40b9-ad68-5f71fc0a6e98	1G4CW54KX54589414
52bffada-8e8c-4e5b-b9b5-119e5dea9055	1D7CE3BK2AS656758
27c3c87d-f45f-433e-93c2-ecd6f2f954d8	WDDEJ7EB2DA747207
fdffe916-0c1d-4949-bafa-cce1999bcbe7	1GKS1HE0XBR527365
583435c4-beb6-4643-8905-9d78ab807946	3GYVKNEF6AG641932
edbd2474-b5a5-4b6c-a04a-55d403a1dc10	1G4PS5SK0E4279840
18023b3a-44cb-42bf-a503-52ee25a00a7c	WBAWC33569P559290
9ee91257-8adc-4198-8626-044602f46516	WAUHGBFC9DN828727
1ba800f3-cb7b-4a96-9e0a-d2e3ae1f890a	1FTSW3A57AE143435
0c32550b-f71b-4a28-b642-45c84c59bbd8	5GAKVAKDXEJ939434
24ef40b7-6b7f-48d1-bab8-09ced5d23959	WA1YD54B13N851340
5480e01c-4262-493b-b547-697e9243e26a	1FTEW1CW7AF023541
b999272e-9bb7-4a63-bcde-71e1999ae30b	19UUA75547A250505
