vin,brand,model,year,color
JTEBU4BF3DK807057,Dodge,Ram Van 3500,1999,Goldenrod
WBAWL13517P021145,Mitsubishi,GTO,1993,Fuscia
WAUA2AFD2DN880185,Volkswagen,Cabriolet,1992,Puce
1G6DH1E3XE0110051,Mitsubishi,Expo,1994,Mauv
WAUFEAFM7BA567179,Ford,Aspire,1997,Red
WAUFEBFM0BA455667,Toyota,T100,1993,Maroon
5TDBY5G14ES897888,Chevrolet,Monte Carlo,2004,Green
WBAYB6C56DD846149,Mercury,Cougar,1987,Maroon
1HGCR2E51EA651983,Kia,Sportage,1995,Red
1G6KS54Y44U539061,Lexus,ES,1991,Khaki
1B3CB8HB3AD463239,Audi,A8,1998,Fuscia
WVWAA7AH2AV854703,Oldsmobile,Silhouette,2001,Puce
WBAPM5G50BN447092,Mercedes-Benz,W201,1992,Purple
SCBFU7ZA4DC945267,Mazda,MX-6,1991,Crimson
1GYFC23249R025061,Ford,Explorer Sport Trac,2004,Pink
WAUEL94F15N122115,BMW,3 Series,2000,Turquoise
WAUVT54B74N175292,Cadillac,Fleetwood,1992,Turquoise
1FM5K7B81EG490094,Ford,Explorer,1997,Crimson
1G6DX6ED3B0929472,Volkswagen,Jetta,2010,Teal
2G4WD582791325078,Infiniti,Q,2006,Aquamarine
WAUFFAFM5AA132480,Audi,A8,2007,Mauv
WAUKF98E68A708929,Land Rover,Discovery,2004,Fuscia
19UUA8F25BA781411,BMW,X5,2013,Green
JN1CV6EK6EM361182,Chevrolet,Cavalier,2000,Fuscia
JA32X2HU4EU695993,Dodge,Ram Van 1500,2003,Purple
1HGCR2E75DA005765,Ford,Focus ST,2013,Crimson
1GYFK56279R342381,Mazda,CX-7,2009,Goldenrod
1HGCP2F37AA287940,Chrysler,Voyager,2002,Turquoise
JH4DC53843C055978,Scion,xD,2012,Puce
WBA3B9C56FP244168,Jeep,Commander,2009,Yellow
1FA6P8AM5F5750209,Audi,TT,2003,Indigo
3D73M3CL8AG659150,GMC,Savana 2500,2002,Puce
WBAKE3C55CE800302,Mercedes-Benz,C-Class,1998,Turquoise
JTHHE5BC0F5435572,GMC,Savana,2010,Maroon
1N6AA0CA4CN337233,Suzuki,Swift,1992,Indigo
JA4AS2AW0DU173250,Chevrolet,Astro,1997,Pink
5N1AA0NC2BN963388,Audi,A8,2002,Turquoise
ZHWGU5BZ1DL068380,Volkswagen,GTI,1996,Purple
1GYUCAEF9AR653929,Chevrolet,G-Series 1500,1998,Orange
WAULD64B04N483561,Dodge,Neon,1997,Violet
1FTSW2B5XAE153627,Volvo,XC90,2006,Blue
5TDDCRFH2FS071507,GMC,Savana 1500,1996,Crimson
KNAFU6A21A5854871,Nissan,350Z,2003,Goldenrod
WAULT64B44N227894,Hyundai,Genesis Coupe,2010,Violet
1YVHZ8BH4C5223802,Buick,Lucerne,2009,Purple
2B3CL5CT8BH593954,Dodge,Ram Van B150,1992,Pink
WBAYP1C54FD171392,Oldsmobile,Achieva,1994,Pink
WAU2MAFCXFN568527,Mazda,B-Series Plus,2001,Khaki
WBAYE8C59ED800139,Ford,Ranger,1993,Goldenrod
5N1AA0NEXEN065711,Mercury,Cougar,1985,Violet
1G4HF57928U038784,Pontiac,Trans Sport,1994,Maroon
1GTN1TEH0FZ808873,Dodge,Ram 2500,2009,Blue
1FTNF2A54AE027147,Volkswagen,Eos,2007,Fuscia
1GYS3DEF6BR561123,Toyota,Sienna,2007,Red
WBAHN83507D057244,Subaru,Legacy,2010,Turquoise
WBAPH5G53BN643063,Acura,Integra,1994,Pink
5GADT13S872614824,Isuzu,Trooper,2002,Green
1FTWW3A54AE515962,Acura,TSX,2010,Aquamarine
WBAEV33415K904357,Volkswagen,rio,2002,Orange
5UXWX5C53BL871873,Pontiac,Bonneville,2000,Khaki
3C4PDCAB4FT041683,Ford,Taurus,2011,Yellow
1G6DN8EV0A0426264,Toyota,Corolla,2006,Crimson
WBAVT13546K749680,Volkswagen,Phaeton,2004,Green
WAUEF78E17A753874,Cadillac,SRX,2012,Teal
1G6AJ5S38D0096944,Volkswagen,GTI,1985,Khaki
1FTEX1CM5CF890984,Volkswagen,Jetta,1995,Violet
WBAYP9C51FD634880,Lamborghini,Diablo,1996,Khaki
WBAPT73578C661750,Aston Martin,DBS,2010,Crimson
WAU3GAFD1FN524520,Mitsubishi,Cordia,1984,Khaki
3VW1K7AJ6DM387569,Oldsmobile,Bravada,1992,Orange
5J6TF1H56DL647034,Ford,Probe,1990,Crimson
4T1BK3DB7CU809908,Mazda,MX-5,1993,Purple
1G4GA5GC1BF717561,Mitsubishi,Truck,1992,Aquamarine
1G6AJ5SX4D0763883,GMC,3500,1993,Turquoise
5NMSG3AB1AH273682,Audi,Q5,2012,Goldenrod
5UXFG2C50BL303949,Mitsubishi,Mighty Max,1995,Aquamarine
SCBLF34F05C684696,Toyota,FJ Cruiser,2012,Blue
1G6YX36D065520806,Infiniti,Q,1995,Green
1GYS3FEJXCR746972,GMC,1500,1992,Blue
WAULV94E29N517242,Audi,S5,2010,Yellow
WA1LGBFE7DD238198,Cadillac,STS-V,2006,Indigo
WA1MKBFP7AA797557,Chevrolet,Impala,2008,Purple
WAUDGBFL4DA490918,Kia,Spectra,2009,Green
3G5DA03E82S353322,Volkswagen,Golf,1984,Pink
JA4AS2AW6DU499909,Honda,CR-V,2003,Teal
KMHHT6KD6DU456785,Chevrolet,Astro,1999,Indigo
5FRYD4H28EB103159,Mercedes-Benz,M-Class,2012,Goldenrod
WAU4FBFL7CA991237,Mazda,626,1986,Mauv
TRUTX28N421644785,Chevrolet,Camaro,2012,Pink
2C3CDXCT7FH375585,Kia,Sedona,2009,Blue
SCFEBBBC6AG350679,Oldsmobile,88,1997,Violet
5N1AN0NW6FN501565,BMW,M5,2002,Puce
5XXGM4A73CG579171,Hyundai,Tucson,2012,Orange
WAULC58E94A225080,Volkswagen,GTI,1993,Green
1G6AM5S39D0503998,Buick,Somerset,1987,Crimson
5J8TB4H32DL954428,Mitsubishi,Chariot,1987,Red
3VW4A7AT2DM384976,Volkswagen,Touareg,2010,Aquamarine
WBAEN33424P879809,Ford,Bronco,1984,Teal
1FTEW1CMXBF352430,Mazda,MX-6,1996,Crimson
WA1VMAFE3BD379391,Ford,Taurus,2004,Turquoise
1N6AA0EC0DN181188,Toyota,Camry,2004,Goldenrod
4A31K5DF9CE970167,Lexus,GX,2007,Green
JH4NA21693T407205,Saturn,L-Series,2001,Mauv
WAUAF48H69K125376,Lexus,LS,1996,Pink
JHMFA3F24AS929243,Ford,Thunderbird,1986,Red
WAUXD68D81A899082,Toyota,Avalon,2000,Goldenrod
1GKUCKE08AR736859,Pontiac,Firefly,1991,Pink
1D7RW3GK7AS866322,Toyota,Corolla,2008,Fuscia
5UXFA13564L157703,Toyota,Corolla,1997,Violet
WBAYE8C59FD784753,Nissan,Pathfinder,2006,Turquoise
WBA3A5G51FN129365,Hyundai,Elantra,2012,Puce
JN1CV6EK4BM988930,Land Rover,Range Rover,1987,Purple
2B3CA5CT1AH792039,Nissan,Quest,1993,Aquamarine
SCFFDAAM2EG890863,Chrysler,Concorde,2003,Pink
4USBT53595L287746,Kia,Rio,2001,Teal
WBSPM9C59AE417239,Hyundai,Scoupe,1994,Turquoise
2HNYD287X8H942563,Buick,Rendezvous,2004,Mauv
1GKS1CKJ8FR211310,Hyundai,Tucson,2012,Puce
2T1BU4EE5BC539425,GMC,Sierra 3500,2010,Red
2C3CDYAG9EH489193,Pontiac,6000,1991,Red
WAUGL98E35A920147,Volkswagen,CC,2013,Puce
1G6DU57V790806678,GMC,3500,1994,Green
SCFFDCBD9AG800581,Honda,CR-X,1985,Mauv
1G6KE54Y93U040620,Land Rover,Range Rover Sport,2006,Mauv
WBAEN33434P774793,Chrysler,Pacifica,2008,Puce
JA32U1FU4AU654537,Porsche,944,1986,Pink
WBAEW53433P643712,Acura,CL,1997,Fuscia
WBAYE8C55ED135496,Ford,E350,2005,Khaki
WAUBF78E58A458510,Porsche,911,2011,Aquamarine
WAUGF98K59A631225,Nissan,Leaf,2012,Crimson
JH4NA21633T067873,Mercedes-Benz,CL-Class,2008,Fuscia
SCFEFBAC1AG362714,GMC,Sierra,2012,Yellow
1G4HD57248U936831,Mitsubishi,Montero,1997,Red
JM3TB2MA9A0217822,Mazda,Mazda6,2006,Puce
4T1BF3EK2AU033624,Subaru,Tribeca,2008,Violet
5XYKT3A11DG747020,Suzuki,SX4,2010,Purple
WBA3C1C57FK403601,Pontiac,Firefly,1990,Khaki
WDDJK7DA2DF685623,Dodge,Caravan,2001,Mauv
YV126MFJ6F1719877,Oldsmobile,Bravada,2004,Teal
2G4WF551911519850,Mitsubishi,Galant,2007,Maroon
1FTEW1E85AK604185,Land Rover,Range Rover Sport,2010,Fuscia
WP0AA2A98DS627257,Chevrolet,Suburban 1500,2011,Red
1FTWW3CY5AE903578,Suzuki,SJ 410,1986,Turquoise
JH4DC53842C553337,McLaren,MP4-12C,2012,Turquoise
WP0AD2A78EL872920,Toyota,Corolla,2005,Puce
1GYS3GEF0DR543060,Lincoln,Town Car,1988,Red
SCBFH7ZA8FC414418,Plymouth,Voyager,1998,Crimson
WBXPC93467W652222,Volkswagen,Touareg 2,2009,Turquoise
WAUKF78E38A198821,Dodge,Colt,1994,Orange
1G6DW677050092436,Volkswagen,New Beetle,2000,Purple
WAUDF98EX7A011805,Buick,Century,1998,Violet
JM1NC2SF4F0728536,Mazda,626,1990,Purple
JH4DC53063C613016,Buick,Riviera,1987,Crimson
1G6KD57Y41U691309,BMW,M Roadster,2006,Maroon
WBANF33587C447002,Mercedes-Benz,C-Class,2007,Blue
3TMJU4GN5FM104054,Porsche,911,2005,Violet
JN1CV6EK9EM459817,Chevrolet,Corvette,2012,Orange
WBS3C9C54FP794963,GMC,Savana 2500,1996,Maroon
1G4HP54K35U846335,Toyota,Land Cruiser,2009,Yellow
WA1VFBFL5DA746679,Lexus,GS,2005,Indigo
WA1LGBFE9BD505368,Ford,Taurus X,2008,Crimson
1G6DK5ED0B0450659,Toyota,Matrix,2008,Goldenrod
JH4DC54865S439686,Mazda,CX-5,2013,Blue
WA1YD64B63N086907,Jeep,Wrangler,2004,Green
JTDKDTB36C1421385,Lotus,Elise,2008,Crimson
1FAHP2DW1CG139659,Mitsubishi,Chariot,1994,Teal
WAUEF98E48A829553,Chevrolet,1500,1999,Red
1G6AB5S33E0328008,Honda,Civic,2009,Mauv
19XFB2E59DE301111,Lexus,SC,1997,Maroon
1G6DC8E5XC0850768,Jaguar,S-Type,2000,Mauv
YV1672MC6CJ827371,Saturn,Outlook,2009,Violet
JTEBU5JR2E5509925,Audi,A3,2006,Orange
WAUJGBFC5DN859782,Ford,F350,1999,Green
WAUDF78E38A112402,Chrysler,Sebring,1996,Blue
WBAEV33402P936571,Volkswagen,Phaeton,2006,Mauv
WBAFZ9C57DC931463,Toyota,Yaris,2011,Yellow
YV140MAK9F1117453,Mazda,Mazda6 Sport,2006,Fuscia
SALAB2D47DA255776,Ford,Focus,2001,Puce
5XXGM4A70CG899449,Mercury,Topaz,1987,Khaki
KMHEC4A44EA890313,Mazda,RX-7,1993,Fuscia
1FTWF3A52AE962130,Cadillac,Eldorado,1998,Crimson
1N6AF0LX6FN204015,Toyota,TundraMax,2007,Crimson
WBSWD93588P747013,Lotus,Evora,2012,Red
WAUDF98EX5A813865,Daihatsu,Charade,1992,Khaki
1C3ADEAZ5DV285357,Mitsubishi,Galant,2007,Turquoise
5UXKR2C50E0435835,Saab,9-5,2001,Fuscia
WAUEH48H17K929349,Ford,F-Series,1990,Mauv
3G5DB03E32S550864,Ford,Freestar,2004,Turquoise
WBA3A9C57FK675067,Mercedes-Benz,SL-Class,2003,Fuscia
2C4RDGEG6FR637371,Lexus,IS,2010,Purple
SALCR2BG9FH441704,Pontiac,Aztek,2004,Fuscia
3D7TT2CT3BG631206,Aston Martin,V8 Vantage,2006,Turquoise
KMHHT6KD1DU709432,Oldsmobile,Cutlass Supreme,1992,Violet
1LNHL9EK1FG612423,Chevrolet,3500,1993,Khaki
WAUVF98K89A432533,Mercedes-Benz,CLS-Class,2008,Purple
KMHCM3AC1AU541897,Buick,Electra,1984,Teal
5N1AA0ND7FN509474,Subaru,Outback,2000,Pink
1G6AS5S38F0005297,Ford,Taurus,2007,Fuscia
1GD120EG2BF113464,Ford,Expedition,2011,Puce
1G6DH8E50D0435574,Chrysler,PT Cruiser,2010,Goldenrod
WDCGG0EB6DG292216,Audi,V8,1994,Khaki
5UXZV4C59CL403662,GMC,Yukon XL 2500,2012,Green
19VDE3F72DE932067,Ford,Econoline E350,2002,Turquoise
SCBLC47J98C122766,Nissan,Maxima,2001,Yellow
WAUGL78E56A180431,Chevrolet,2500,1998,Green
WAUJT68E64A850730,Acura,TSX,2004,Yellow
KNAGM4AD8D5100719,Ford,F-Series,2005,Aquamarine
3VWKX7AJ6CM550077,Buick,Lucerne,2007,Goldenrod
SCFFDAAE9CG127955,GMC,Sonoma Club Coupe,1998,Indigo
WBANA735X5C770275,Mazda,MX-5,1993,Aquamarine
1HGCR6F54FA046315,Hyundai,Tiburon,2003,Puce
WAUEFAFL0AN687915,Dodge,D350 Club,1993,Pink
SAJWA4HA7EM007010,GMC,Suburban 2500,1993,Maroon
1G6DG5EG8A0599024,Toyota,Celica,2003,Violet
WBA3B5G51EN392919,Jeep,Grand Cherokee,2000,Green
19UYA426X2A690380,BMW,3 Series,1993,Aquamarine
5NPDH4AE3EH243601,Chevrolet,S10,1993,Green
1FTEW1E85AF134927,Jaguar,XJ Series,1995,Khaki
3D4PH7FG7BT206624,Scion,xA,2006,Indigo
1G6DF5EG9A0399871,Volvo,V70,2010,Mauv
2C3CCADG8DH325440,Alfa Romeo,164,1992,Turquoise
WAUAH78E48A626515,Toyota,4Runner,1995,Purple
JTDBT4K32B1458828,Audi,Cabriolet,1994,Violet
WA1AGBFE9CD473885,Suzuki,Esteem,2002,Pink
19XFA1E69AE429673,Nissan,Xterra,2004,Maroon
WAUVT58E05A839221,Aston Martin,DB9,2011,Yellow
JTDKDTB38D1741180,Dodge,D250 Club,1992,Orange
WAUAFAFL0EA354156,Ford,Contour,1998,Khaki
WBAVB77528N116287,Nissan,Cube,2010,Violet
3VWA17AU3FM327877,Ram,1500,2012,Puce
KMHGC4DE0AU634370,Saab,900,1985,Purple
3D7JB1EK2AG959305,GMC,Savana 3500,1999,Mauv
JN8AZ1MU5AW980583,Ford,E150,2010,Pink
1G6DJ1ED7B0434633,Aston Martin,DBS,2011,Orange
JTHBE5C21A2338919,Plymouth,Prowler,1999,Pink
1G6AL1R36F0511741,Lincoln,LS,2002,Indigo
3GYEK62N34G713515,Subaru,Outback,2009,Blue
1G6DP8E35C0549733,Pontiac,Grand Prix,1977,Maroon
2D4RN7DG7BR293335,Ferrari,430 Scuderia,2008,Puce
WP1AA2A20CL473537,Cadillac,Fleetwood,1996,Maroon
KNDMG4C71E6631535,Nissan,Pathfinder,2007,Crimson
KNAGG4A89A5394086,Infiniti,QX,1997,Mauv
1C4RDHAG6EC882240,Mercury,Sable,1994,Blue
19UUA65536A667607,Acura,TL,2012,Aquamarine
WBAYM1C56DD642688,Mercury,Sable,1991,Maroon
WAUPFBFM3BA191751,Nissan,Altima,1994,Aquamarine
1FMJK1J57AE297764,Kia,Sportage,2010,Purple
WBAUP73599V438428,Lincoln,Navigator,2008,Pink
WVGAV3AX4EW928963,Chevrolet,Silverado 3500,2003,Green
5N1BA0NC5FN700418,Toyota,MR2,2002,Yellow
1FTSW2A5XAE699698,Hyundai,Elantra,2007,Aquamarine
1N6AF0LX5FN891861,Acura,MDX,2012,Yellow
3GYT4MEF6CG749238,Audi,4000CS Quattro,1987,Pink
2G4WS55J231411617,Mitsubishi,Chariot,1993,Indigo
JN8AS5MT8CW352233,Volvo,V70,2008,Mauv
WAUAF48H47K852853,Ford,Expedition,2004,Puce
WP0AD2A75EL039706,Mazda,Mazdaspeed 3,2010,Violet
1FA6P0G78E5022563,Buick,Enclave,2009,Puce
JTEBU5JRXE5219643,Honda,CR-V,1998,Crimson
SCBBR93WX7C533701,Buick,Terraza,2006,Puce
SAJWA0ES0EP202421,Mercedes-Benz,SLR McLaren,2009,Blue
WBS3C9C56FP592190,Nissan,Murano,2006,Khaki
1FTWW3B54AE588506,Infiniti,G37,2009,Fuscia
SCFFDAAE5AG230545,Volkswagen,Passat,2001,Green
4JGBB9FBXAA440010,BMW,X3,2009,Mauv
2C3CDXL93FH983138,Mercury,Lynx,1985,Pink
WAUUFAFH5DN192069,Panoz,Esperante,2005,Blue
SCBCR73WX7C028735,Volkswagen,Passat,1992,Goldenrod
WUARL48H15K733138,Mitsubishi,Chariot,1991,Khaki
WBA3A5G59DN240467,Nissan,JUKE,2012,Pink
KMHTC6AD8DU754203,Chevrolet,Express 1500,2002,Puce
WBAVA33567P723362,Cadillac,XLR,2004,Mauv
WA1LGAFE3DD112463,Ford,Econoline E250,1996,Blue
JN1CV6EK3CM572613,Cadillac,Escalade,2002,Fuscia
2HNYD18875H220000,Studebaker,Avanti,1962,Fuscia
1G6DK8E34D0561680,Lotus,Esprit,1991,Violet
2C3CDYCJ1DH488658,Toyota,Yaris,2006,Puce
WBA6B4C5XED996679,Cadillac,SRX,2008,Teal
KMHD35LH9FU236036,Spyker,C8 Spyder,2004,Orange
1C4RDJEG4EC207844,Nissan,Sentra,2011,Pink
5FNYF3H46EB261152,Holden,VS Commodore,1996,Orange
5UXFE4C57AL816910,Dodge,D150 Club,1992,Violet
1D7RB1GP1BS923367,Acura,TSX,2009,Goldenrod
2G4WC582991182685,Isuzu,i-370,2008,Goldenrod
3C3CFFERXFT842799,Infiniti,G35,2006,Goldenrod
JTHBE1BL9D5506506,Porsche,914,1970,Mauv
WAUPL68E05A220102,Chevrolet,Corvette,1969,Indigo
WAUHFAFL3EA507904,Chevrolet,G-Series G30,1995,Red
WA1VMAFE0AD144736,Buick,Special,1962,Turquoise
4A4JM2AS9AE077645,Ford,F-Series,1991,Orange
WAULT68E85A976517,Pontiac,Grand Prix,1974,Crimson
WAUDFAFL6DN988639,Ford,E150,2004,Puce
1G6KS54Y93U761884,Volvo,C70,2007,Crimson
WAUFFAFL8CA525108,Lincoln,Town Car,2010,Yellow
2G4WC562351549982,Chrysler,Cirrus,2000,Green
1G6KE57Y42U754939,Hyundai,Sonata,2013,Goldenrod
3D7TP2CT5BG436261,Dodge,Durango,2005,Green
1G6DH577990759451,Volkswagen,Jetta,1985,Khaki
19XFA1F35BE004067,Pontiac,Sunbird,1984,Purple
SALME1D47AA150312,Audi,Q5,2009,Goldenrod
1D7RB1GK9BS091409,Chrysler,Sebring,1995,Puce
4USFE83567L353928,Ford,Crown Victoria,1995,Crimson
1C3BC4FB5BN472592,Ford,Courier,1987,Indigo
4T1BK3DB3AU259880,Plymouth,Breeze,2000,Goldenrod
2T1BU4EE7DC897323,Lexus,GS,2000,Indigo
WAUAF48H47K176470,Tesla,Roadster,2011,Indigo
WDDHF7GBXEB941202,Mercedes-Benz,E-Class,2008,Yellow
5J8TB3H33EL639083,Buick,Park Avenue,2002,Indigo
WAUDF48H47A299513,Jaguar,X-Type,2002,Violet
KMHGH4JH3CU151586,Ford,Bronco,1987,Purple
4T1BD1FK4FU464143,GMC,Yukon XL 1500,2006,Mauv
WBAPK5G57BN814026,BMW,3 Series,2008,Red
KNALN4D78E5296406,Dodge,Ram Van 2500,1995,Goldenrod
1FMJK1H5XCE546275,Oldsmobile,88,1999,Khaki
WBANF33517B810715,Mitsubishi,Pajero,1984,Aquamarine
JN8AE2KP2C9373623,Maserati,GranSport,2006,Pink
1GYFK36279R190851,Ford,Transit Connect,2010,Indigo
1GYS3CEF0DR169381,Porsche,911,1985,Red
JTHBL5EFXE5703219,Audi,200,1990,Green
1G6DV8EP9E0330267,Subaru,Forester,2005,Mauv
WUARL48H58K423465,Chevrolet,Silverado,2010,Aquamarine
5UXFB93573L841251,Jeep,Cherokee,1992,Maroon
JTHBL5EF9B5766386,Chevrolet,Cavalier,1997,Puce
WAUGL68E35A466089,Mercury,Mountaineer,2004,Pink
WAUEFBFL0AN858118,Kia,Optima,2004,Crimson
2C3CCAAG8CH005456,Mitsubishi,Montero,1998,Blue
1FMJU1H53AE657709,Suzuki,Grand Vitara,2005,Teal
WBAYE0C56ED104467,Pontiac,Firebird,1990,Khaki
4T3BA3BB8BU091202,Volvo,V70,2008,Blue
5J8TB18508A975621,Hyundai,Accent,1999,Green
WAUMR94E89N128288,Pontiac,LeMans,1966,Mauv
JTHDU1EF6C5328019,Dodge,Ram 3500,2002,Puce
YV4940BZ3D1649912,Chevrolet,Caprice,1995,Crimson
5J8TB3H52DL386628,Citroën,SM,1972,Purple
1D7RW2BK4BS113978,Nissan,300ZX,1994,Pink
SALSF2D46CA844373,Chevrolet,Corvette,1961,Crimson
JTEBU4BF6DK768853,Lincoln,Navigator,2005,Green
JH4CL96808C387891,Lexus,LS Hybrid,2011,Maroon
3D7TP2CT8BG610078,Toyota,Celica,1978,Violet
WA19FAFL5DA994359,Maserati,Quattroporte,1985,Turquoise
1C3CDZCB7DN890268,Lincoln,Town Car,2005,Red
KMHTC6AD5EU360157,Toyota,Highlander,2009,Khaki
KMHTC6AD0FU720887,Ford,F450,2009,Teal
SAJWA4FC6EM606016,Volkswagen,Cabriolet,1987,Puce
JH4NA216X3T834943,Dodge,D250,1992,Crimson
5GADT13S552226155,Panoz,Esperante,2007,Goldenrod
5N1AN0NW9FN641089,Buick,Century,1986,Turquoise
WVWGU7AN5CE207139,Volkswagen,Fox,1993,Purple
WBANA73555C576124,Chevrolet,Monte Carlo,2005,Maroon
WAUHF98P76A036842,Geo,Tracker,1993,Maroon
4T1BB3EK6BU355616,Pontiac,Firebird,1989,Crimson
2T1KU4EE8CC772250,Toyota,RAV4,2000,Teal
WAUEH64B21N205141,Mercury,Sable,1989,Green
1C4NJCBA4DD907147,Chrysler,Concorde,1997,Puce
WA1AGBFE5CD940512,Mercedes-Benz,S-Class,1996,Fuscia
WAUVT68E33A163530,Ford,Aerostar,1989,Violet
WBA5M4C53ED407946,BMW,M3,1998,Purple
JA32U2FU8EU833286,Chevrolet,Tahoe,2013,Yellow
WBA4A7C57FD014913,Chevrolet,Impala,1996,Mauv
3VW467AT8DM751767,Mercury,Topaz,1992,Blue
SCFFDABE2CG179426,GMC,3500,1992,Purple
WDDGF4HB3DF487973,Acura,NSX,2005,Crimson
WA1EV94L57D809765,Chevrolet,Express 3500,2000,Teal
WVWED7AJ3DW195704,Dodge,Spirit,1992,Purple
