vin,brand,model,year,color
1FTEX1C87AK122057,Chevrolet,Express 1500,2002,Khaki
WAUDFAFL1FN926651,Suzuki,Aerio,2002,Khaki
1G6DM5ED3B0501209,Audi,S8,2001,Mauv
KMHTC6AD4FU494059,Infiniti,G,1992,Teal
WBA3F9C51EF450314,Ford,Mustang,1968,Violet
1C3BC8EGXBN047650,Toyota,T100 Xtra,1997,Turquoise
WAUJC68E65A976393,Honda,Civic,2008,Turquoise
WA1YD54BX4N207398,Lincoln,MKX,2011,Indigo
WVWED7AJ0CW964691,Oldsmobile,Bravada,2002,Maroon
1GKKRNED6CJ014690,Lexus,ES,1997,Aquamarine
WBAYP9C55FD155071,Mercury,Sable,1998,Khaki
5UXFG8C52DL365455,Oldsmobile,Silhouette,1999,Red
19UYA42673A372749,Plymouth,Colt,1992,Orange
1G6DL8EY1B0362513,Lexus,ES,2008,Goldenrod
JTHBK1GG7F2714585,Chevrolet,G-Series G30,1992,Blue
1FTSW2A58AE964523,Ford,Mustang,1970,Crimson
5N1BA0NDXFN583704,Buick,Roadmaster,1996,Violet
WAUPN44E77N353391,Subaru,Impreza,2011,Puce
2G4GV5EV8B9568227,Chevrolet,Colorado,2011,Red
1GYFK63838R364066,Audi,TT,2011,Goldenrod
1C6RD6KP6CS571890,Volvo,S60,2002,Pink
KMHHT6KJXFU589350,Acura,SLX,1999,Blue
WAUJC68E64A042667,BMW,X5,2012,Red
WAUDF68E45A360230,Nissan,Pathfinder,2012,Crimson
ZFBCFAAH6EZ773731,Volkswagen,Touareg,2005,Green
2T2BK1BA6EC389265,Pontiac,Grand Prix,1964,Aquamarine
3C63DPML9CG562453,Ford,F-Series,1991,Fuscia
3D73M3HL2BG060948,Volkswagen,Jetta,2004,Turquoise
3GYT4MEF7DG605019,Mercedes-Benz,C-Class,2005,Goldenrod
WBAVB33586P245229,Audi,A4,2009,Goldenrod
19UUA56993A554963,Pontiac,Grand Am,2005,Goldenrod
WAUWGAFCXDN737600,Ford,Contour,1997,Pink
JN8AZ2KR9BT000005,GMC,Envoy,1998,Indigo
WAUKFAFL7DA811354,Oldsmobile,Aurora,1995,Puce
JTDKDTB30E1917009,Saturn,S-Series,1996,Fuscia
1G6AJ1R36F0754505,Oldsmobile,98,1992,Pink
1FBSS3BL0AD228037,Toyota,RAV4,2002,Violet
3C6TD5GT3CG426996,Hummer,H2,2009,Maroon
1GYEC63N46R534592,Mazda,CX-7,2011,Purple
1FBNE3BLXDD135986,Pontiac,Grand Prix,1998,Orange
JN8AZ1MU7AW091820,Dodge,Neon,2001,Aquamarine
WBA3B1G52FN020967,GMC,3500,1997,Goldenrod
3C4PDCAB9FT283806,BMW,M3,2004,Purple
SAJWA4DC4EM196934,Jeep,Liberty,2009,Purple
WAULD64B13N691267,GMC,Yukon,2001,Khaki
2G4GU5GC6B9651198,Mazda,B-Series,1999,Green
WP0CB2A80FK797838,Plymouth,Grand Voyager,1993,Indigo
SCFFDAAM5EG258780,Chevrolet,Blazer,2000,Puce
1G6DF8EG1A0600650,Acura,Legend,1989,Maroon
4JGDF2EE8FA330807,Mazda,RX-7,1983,Indigo
5XYKT3A19DG559443,Mercedes-Benz,SL-Class,1999,Crimson
YV126MED3F1583686,Honda,Passport,1996,Orange
JTDBT4K34B1084707,Saturn,Relay,2005,Indigo
1C6RD7LP7CS811467,Mercury,Grand Marquis,1989,Turquoise
WBAET37415N720048,Nissan,Frontier,2012,Red
1FADP5BU2DL244110,Nissan,Rogue,2012,Puce
WAUJC58E53A319186,Mercedes-Benz,E-Class,2003,Violet
2C3CDXEJ0FH881187,Chevrolet,Express,2011,Indigo
WAUAF98E87A360769,Chevrolet,Express 1500,2012,Crimson
WA1WKBFP0CA046344,Jeep,Grand Cherokee,1997,Purple
SCBZK22E02C065750,Mercedes-Benz,SLK-Class,2011,Blue
YV440MDB4F2722649,Honda,Crosstour,2012,Orange
WAU3VAFR8AA542790,Subaru,Outback,2007,Green
JTDKTUD34ED814437,Ford,Mustang,2002,Aquamarine
WAUYP54B11N244278,Toyota,Camry Hybrid,2010,Maroon
1FTKR1AD1AP584517,Nissan,Frontier,2009,Turquoise
JN1CV6AP2BM270553,GMC,Sierra,2010,Purple
2HNYD18916H953251,Mercedes-Benz,500SEL,1993,Crimson
2HNYB1H20AH086166,Nissan,Sentra,2001,Purple
5NPDH4AE6DH191380,Toyota,Sequoia,2007,Khaki
WDDHF8JB8DA265254,Plymouth,Fury,1964,Purple
2C3CDXHG3CH982171,Acura,RL,2004,Purple
WAUPL58E04A071781,Lexus,LS,2008,Indigo
WAUKF78E97A670048,Kia,Rondo,2008,Khaki
WBAKB8C5XAC564406,Chevrolet,Lumina,2001,Puce
1GTG5AE35F1077989,Toyota,Paseo,1995,Aquamarine
1GD11XEG5FF244986,Mercedes-Benz,300SE,1992,Maroon
1FTWX3D5XAE883989,Jeep,Wrangler,2009,Green
1N4AB7AP6EN178367,Toyota,RAV4,2000,Aquamarine
KMHHT6KD2AU222770,Oldsmobile,Cutlass Cruiser,1993,Blue
1G6D05EG8A0754689,Lincoln,Town Car,2009,Aquamarine
WBAYP1C57FD740011,Isuzu,Ascender,2004,Turquoise
WBANV9C55AC571435,Mercedes-Benz,E-Class,1996,Pink
3GTU1YEJXBG802052,Suzuki,Verona,2005,Goldenrod
TRUUT28N831839306,Mercury,Montego,2005,Aquamarine
1GYFC16229R300495,Ford,Escort,1996,Turquoise
WBAWV13548P496056,Land Rover,LR2,2010,Pink
1B3CB8HB3AD927002,Pontiac,Bonneville,1987,Goldenrod
2T1BURHE9EC562266,Lotus,Exige,2009,Red
KMHHT6KD9AU791311,Volkswagen,Eurovan,1992,Orange
WBAVC73518A944437,Ford,Bronco,1992,Mauv
JA32U1FU4AU343402,BMW,Z3,1999,Puce
3D7TT2HT2BG177815,Toyota,Solara,2000,Green
WBALM735X9E698566,Lamborghini,Murciélago,2006,Crimson
KNADM4A30E6177817,BMW,X3,2005,Goldenrod
5NPDH4AE7EH144280,Mitsubishi,Raider,2008,Purple
JN1CV6FE6AM515389,GMC,Yukon,1995,Yellow
3C6JD7APXCG288209,Chevrolet,Express 2500,2012,Blue
WAUPEBFM1DA571192,Toyota,Echo,2001,Red
KMHHT6KD0BU200669,Pontiac,Bonneville,1968,Aquamarine
1FTMF1CW6AF656690,Mercedes-Benz,M-Class,1998,Pink
WA1DGBFE0FD476031,Subaru,Legacy,2009,Khaki
KMHCM3AC3BU358311,Chevrolet,Corsica,1992,Blue
WBAPK5C53BA473432,Chevrolet,Sportvan G20,1993,Teal
1G6AR5SXXE0285317,Jaguar,XJ Series,2003,Puce
3D7TT2HT8AG341535,Volkswagen,Cabriolet,1989,Indigo
1FTSW2B58AE872391,BMW,M6,2010,Yellow
19XFB2E54EE863161,Chevrolet,Express 3500,2007,Crimson
5N1BA0ND5FN722606,Mitsubishi,Pajero,1999,Red
WBADX7C51CE017018,Dodge,Ram Van 3500,1995,Crimson
1C3ADEAZ6DV689199,Mazda,Mazda3,2006,Violet
5UXFG8C51AL499630,Mercury,Tracer,1988,Indigo
WBAVB73548P252480,Pontiac,Firebird,2001,Red
WA1FFCFS5FR411198,Audi,A8,2000,Orange
1FTSW3A50AE453958,Ford,Escape,2006,Purple
WA1MMBFE5AD931926,Chrysler,Concorde,2003,Turquoise
5YMGZ0C58D0771640,Saturn,VUE,2003,Orange
WBADS43492G559331,Ford,Escape,2009,Green
JN8AE2KP3C9736124,Ford,Thunderbird,1955,Teal
2C4RDGEG7FR116451,Mazda,MX-5,2010,Crimson
JTHBL1EF1A5141746,Ford,Windstar,1999,Goldenrod
3C4PDCDGXET586132,Cadillac,Allante,1992,Khaki
WA1LMBFE6BD212357,Mazda,626,1994,Pink
KM8JT3AB7DU399156,Maybach,57,2006,Maroon
3TMJU4GN8EM880581,Chevrolet,HHR,2006,Crimson
2D4RN4DE7AR041693,Land Rover,Discovery,2004,Red
3D7JV1EP2BG913056,Mitsubishi,Lancer,2008,Red
1FTSW2B5XAE387542,Chrysler,Town & Country,2008,Red
JTDKDTB35F1647471,Lincoln,Navigator,2008,Indigo
1G6AA5RA1D0425942,Nissan,Maxima,1996,Purple
WAUVT64B84N331023,Ford,Taurus,2011,Crimson
1ZVBP8AM4B5478820,Buick,Century,1997,Aquamarine
WAUEKBFB5AN837459,BMW,M5,2010,Purple
WAURGAFD9EN477844,BMW,8 Series,1997,Crimson
1G6DS5E35C0451587,Subaru,Legacy,1995,Khaki
1GYS4EEJ9CR242761,Ford,Escort,2002,Orange
1GT020CG8EF043900,Suzuki,Daewoo Magnus,2004,Orange
WP0CA2A82FK854981,Mercedes-Benz,G-Class,2002,Puce
WAUFFAFL7AN840388,Mazda,RX-8,2007,Green
WBSKG9C55DJ909439,Mazda,Tribute,2002,Maroon
KL4CJFSB5EB312512,Dodge,Grand Caravan,1994,Blue
WVWED7AJ1AW003952,Volkswagen,Jetta,2001,Purple
WBAFU7C55BC750393,Ford,F350,2009,Red
JM3KE2BE0D0462991,Infiniti,G,2011,Violet
YV1982BW2A1545703,Audi,A3,2010,Maroon
WAUBGAFB0BN281805,Ford,LTD Crown Victoria,1988,Aquamarine
5BZBF0AAXFN994747,Honda,Civic,1993,Orange
5N1AR1NB2AC118038,Nissan,Frontier,2009,Violet
1G6DF8E54C0816946,Cadillac,XLR,2005,Violet
JTHBL1EF4B5171325,Kia,Optima,2004,Yellow
WAUHFAFL3CN767919,Volvo,XC90,2008,Maroon
5GAKRDKD8DJ725241,Mazda,B-Series,1994,Fuscia
WBAPL5G57BN006417,Lamborghini,Diablo,1998,Goldenrod
1FMJK1JT1FE963572,Acura,NSX,2002,Green
5FRYD3H66FB794576,Oldsmobile,Intrigue,2002,Teal
WA1WMBFE4BD145853,Pontiac,LeMans,1964,Orange
1G6DP577670952530,Volkswagen,Passat,2009,Mauv
19VDE3F30EE220686,Suzuki,SJ,1990,Pink
1FMCU5K31AK531860,Ford,Explorer,2010,Red
19UUA9E58CA206612,Maybach,62,2006,Green
WUADUAFG8BN738458,Jaguar,XK,2009,Crimson
3D4PH6FG6BT788452,Mercury,Grand Marquis,1990,Mauv
5UXFA13545L003220,Pontiac,Bonneville,2000,Indigo
5GAKVCKD5DJ118039,Mitsubishi,Tundra,2009,Yellow
1C6RD6FP9CS533001,Lexus,RX,2013,Aquamarine
JH4CW2H6XEC180494,Chevrolet,Express 2500,2010,Mauv
4A31K5DF0CE473167,Pontiac,Firebird,1992,Blue
SCFAB05D29G030598,Oldsmobile,Intrigue,1999,Khaki
JTJBM7FXXE5491016,Saturn,Ion,2006,Teal
1GTN2TEHXFZ833731,Audi,A3,2009,Khaki
1D7RW2BK2AS823010,Audi,A4,1999,Goldenrod
1N4AB7AP7EN933087,Porsche,928,1987,Fuscia
JN1CV6AP7BM564160,Chevrolet,Avalanche,2008,Pink
1GD020CG3BF408829,Hyundai,Tiburon,1999,Crimson
WAUSF78K59N742008,Mercedes-Benz,E-Class,2003,Orange
1N6AD0CU3BC189393,Maserati,Gran Sport,2006,Violet
WAUUL78E47A290486,Hyundai,XG350,2005,Turquoise
1FT7W2A60EE184102,Volkswagen,Passat,2001,Fuscia
1GYFK66828R150181,Hyundai,Accent,2009,Teal
1G4PP5SK4F4798442,Pontiac,Grand Prix,2006,Orange
4T1BF1FK9CU950646,Acura,NSX,2002,Red
5XXGM4A74FG073448,Mercury,Topaz,1991,Indigo
WAUMFAFR4FA361503,Mitsubishi,Galant,1992,Red
WAUEG78EX6A842905,Mitsubishi,Montero Sport,1999,Khaki
3C6TD5GT9CG816226,Eagle,Vision,1995,Puce
2HNYD18214H436984,Honda,Civic,1980,Pink
WAUML64B53N978845,MINI,Cooper Clubman,2010,Orange
WDDEJ7KB7AA907758,Toyota,Camry Solara,2008,Khaki
19UUA766X7A969619,Mercury,Marquis,1986,Red
SAJWA2EK0EM286897,Hyundai,Accent,1999,Purple
WAUWFAFL1BA973463,GMC,Sierra 2500,2002,Turquoise
3N1CN7AP4EL365538,Ford,Expedition,2006,Fuscia
2G61R5S36F9118523,Mercedes-Benz,SLK-Class,2008,Fuscia
SCBZK25E33C371161,Mitsubishi,Pajero,2003,Yellow
KMHHT6KD2AU725974,Oldsmobile,88,1992,Fuscia
WBAEB53588C693931,Toyota,T100,1997,Mauv
5FRYD3H69FB193064,Mitsubishi,Eclipse,1992,Puce
WAULT68E02A783760,Chevrolet,3500,1996,Indigo
1GYS4KEF4DR964120,Lincoln,MKT,2012,Red
WA1C8AFP2EA393124,Land Rover,Discovery Series II,2002,Purple
1GYS3FEJ3DR707643,Hyundai,Accent,2005,Crimson
SCBDC47L08C427353,GMC,Envoy,2004,Red
1GYS4DEF7ER320897,Ford,Fiesta,2011,Green
4T1BF3EK9BU221655,Isuzu,Rodeo,1998,Turquoise
WAUMFAFR9FA908250,Chrysler,Town & Country,2009,Maroon
KMHCT4AEXCU304631,Bentley,Continental,2009,Puce
TRUWC28N921745197,Buick,Skylark,1997,Mauv
1GD322CG0EF139816,Honda,Civic,2010,Turquoise
2FMGK5BC9AB137847,Maybach,57,2003,Yellow
JN8AZ2NE9F9303247,Mitsubishi,Truck,1987,Purple
1N6AD0CW2EN948092,Lincoln,Town Car,1991,Teal
2G4WC552761498831,Volkswagen,Vanagon,1984,Goldenrod
WAUKH98EX6A178553,Toyota,Highlander,2002,Violet
3D4PG9FV3AT335312,Land Rover,Range Rover Sport,2010,Yellow
KNADM5A33D6644006,GMC,Sonoma Club,1992,Orange
JTHBB1BA7C2031512,Mazda,CX-9,2011,Orange
1C3CDWBA7CD665764,Dodge,Caliber,2009,Aquamarine
JN8BS1MW7EM755397,BMW,Z8,2000,Blue
JH4CL96947C119711,Toyota,Previa,1997,Teal
SALCP2BGXFH239573,Mercedes-Benz,SLK-Class,2001,Crimson
JTDKN3DP1D3755472,Geo,Metro,1996,Aquamarine
TRUDD38J181060837,Saturn,L-Series,2002,Pink
19UYA42532A206721,Hyundai,Elantra,2010,Blue
JTDKTUD37ED270290,Oldsmobile,Silhouette,1999,Pink
5J8TB18298A417658,Ford,E350,2007,Maroon
1GYUKDEF4AR905798,Saturn,Outlook,2010,Indigo
WBA5A7C58FG626332,Renault,Alliance,1983,Fuscia
JH4DB76691S323483,Mazda,MPV,2000,Fuscia
YV4902DZ2B2978662,Chevrolet,Avalanche 1500,2006,Puce
WBAPH77509N522206,Bentley,Continental GTC,2010,Khaki
3C6LD5BT4CG056228,Pontiac,GTO,2006,Violet
SCBZB25E02C166704,Lexus,RX,2004,Turquoise
JH4CU2F49DC653369,Mazda,B-Series Plus,1999,Green
1GYS3CKJ7FR815091,Volkswagen,Scirocco,1984,Green
5N1AA0NC8FN881459,Oldsmobile,98,1995,Violet
1C3CDZAB5DN167747,Volvo,940,1992,Indigo
1G6AB5R35E0078860,Nissan,Pathfinder,1996,Turquoise
5TDBK3EH6BS416010,Chevrolet,Traverse,2011,Green
5N1AR2MM6DC373708,Toyota,MR2,2003,Indigo
3GTU2YEJ9CG668102,Mazda,MX-5,1991,Green
WAULT68EX3A871183,Nissan,Xterra,2006,Khaki
1D7CW5GK7AS564644,Volvo,S40,2000,Mauv
3VWPG3AG1AM736920,Dodge,D350 Club,1993,Aquamarine
2HNYD28527H105867,Volkswagen,Jetta III,1993,Maroon
WAUSF98K19N761649,Pontiac,Grand Prix,1994,Aquamarine
1N6AA0CC0AN845889,Chevrolet,Malibu,2006,Fuscia
WBAPT7C50AC635528,Infiniti,G,1999,Red
4A31K3DT4AE507098,Subaru,SVX,1993,Khaki
WAUYGAFC4DN173399,BMW,745,2002,Puce
5GADV33W17D304723,Volkswagen,New Beetle,2004,Maroon
WAUGGAFR1EA314230,Nissan,Murano,2011,Teal
19UUA9F28CA191954,Land Rover,Range Rover,2009,Mauv
WBAKE5C56BE338276,Acura,TL,2000,Aquamarine
3C6JD6CT7CG340089,Dodge,Stratus,1999,Blue
WAUAH74F06N360835,Suzuki,Verona,2005,Violet
5N1AT2MK1EC338513,Cadillac,DeVille,1999,Green
1G6D05EG9A0160127,Audi,Q7,2010,Yellow
JM1DE1KY7C0895664,Mitsubishi,Galant,2002,Crimson
JM3TB2MA2A0592449,Rolls-Royce,Ghost,2010,Crimson
1FMJK1G59BE375938,Toyota,Land Cruiser,2001,Crimson
3C3CFFDR1FT038747,Jaguar,XJ Series,2000,Puce
5XYKT3A15BG294999,Suzuki,Daewoo Lacetti,2005,Teal
WDDHF7GB9EA517077,Chevrolet,Silverado 2500,2007,Khaki
1FAHP2D83DG577697,Volkswagen,Jetta,1986,Khaki
SCFEBBBK7EG945604,BMW,7 Series,2006,Violet
1FTFW1E84AK909214,Jeep,Wrangler,2009,Crimson
KMHTC6AD6CU432576,Audi,V8,1994,Yellow
1G6AC5SX2F0876146,Land Rover,Range Rover,2007,Blue
1GYS4CEF4ER358386,Chevrolet,Express 2500,2008,Violet
1D4PT7GX4AW422338,Suzuki,SX4,2010,Indigo
2B3CA8CT1AH021579,Mitsubishi,Eclipse,1995,Yellow
1FTEW1E87AK912426,Nissan,NV2500,2012,Mauv
WAUKFBFL1CN494605,BMW,Z4,2003,Yellow
WAUSH98E57A730980,Kia,Spectra,2000,Aquamarine
YV1612FH9D2015102,Pontiac,Sunbird,1987,Goldenrod
WBAUN7C59CV654065,Mercury,Cougar,1992,Puce
5FPYK1F29BB729833,Jeep,Cherokee,1998,Green
SCBDR33W29C502435,Ford,Aspire,1995,Puce
WBA3A9C59EF130852,Toyota,Tacoma,2005,Yellow
WAUVC58E83A999165,Dodge,Avenger,1999,Goldenrod
WBA3B1G54FN339304,Chrysler,Sebring,1996,Khaki
WAUVT54B14N429806,Toyota,T100 Xtra,1997,Crimson
2HNYD18996H002456,Mercedes-Benz,SL-Class,2001,Goldenrod
JN1AZ4EH9EM240912,Kia,Optima,2003,Maroon
1FTMF1CW0AF731268,BMW,M5,2000,Green
WAUEFBFL4EA741722,Audi,TT,2009,Red
WDDHF5GB9AA882048,Isuzu,Space,1992,Blue
1G6AA5RA3F0825763,Toyota,TundraMax,2010,Violet
1D7RW3BK8AS523798,Lexus,LX,2005,Goldenrod
5NPEB4AC3BH814861,Panoz,Esperante,2008,Green
WBSBL93491J850281,Suzuki,SJ,1989,Fuscia
3D7TT2CT3BG291748,Chevrolet,Suburban 1500,1994,Blue
JTJBC1BA1B2419670,Land Rover,LR3,2007,Crimson
3D7TT2HT9BG415014,Volkswagen,Golf,1991,Red
19UUA66265A574664,Suzuki,Grand Vitara,2012,Mauv
3GYEK62N35G416293,GMC,Jimmy,1994,Green
WAUAFAFL5DA036984,Jaguar,XJ Series,1994,Khaki
1G6AL5S39E0761717,GMC,Acadia,2007,Maroon
WBABV13416J023012,Chrysler,New Yorker,1994,Goldenrod
WBALZ3C56CC266666,Buick,Century,1998,Purple
WAUJC68E72A374811,Saab,9000,1993,Indigo
3N6CM0KN1FK014577,Cadillac,CTS,2012,Red
WP0CB2A89CS299827,Buick,Century,2000,Yellow
WA1WMAFP8EA608370,Mitsubishi,Mighty Max,1986,Green
3N1AB6AP2CL123807,Dodge,Avenger,1998,Indigo
ZFF75VFA5F0678413,Volvo,940,1992,Fuscia
WBA1J9C5XFV806532,Mitsubishi,Eclipse,1998,Khaki
4T3BA3BB3CU518433,Infiniti,G,1992,Puce
2G61T5S3XF9946866,Toyota,Tundra,2010,Indigo
1B3BD1FB7BN119022,Ford,E150,2003,Orange
JN1AJ0HPXBM617729,Audi,V8,1991,Maroon
KMHHT6KDXAU151320,Cadillac,Seville,1994,Yellow
WBAVC73537K611259,Kia,Sportage,2008,Puce
JTDZN3EU8E3265213,Audi,A4,2012,Pink
JTHBF1D21F5847936,Volkswagen,Golf,1983,Violet
JH4DC53085S780681,Maserati,Coupe,2005,Purple
WAUVFAFH9DN774759,Pontiac,Grand Prix,1970,Teal
WP0CA2A87ES610127,Mitsubishi,3000GT,1997,Yellow
WAUVFAFHXAN268269,Subaru,Legacy,2006,Yellow
JM3TB2MA3A0486933,Dodge,Charger,2009,Goldenrod
1G6KH5EY8AU412662,Lexus,GX,2007,Orange
3D4PG3FG1BT342727,Toyota,Venza,2011,Red
1G4HR54K724798490,Mitsubishi,Eclipse,2009,Teal
5UXWX5C54BL390272,Chrysler,300M,2004,Aquamarine
WBABW33405P901680,Mitsubishi,Eclipse,1989,Mauv
WBA6B2C50FD552653,Toyota,Land Cruiser,2008,Teal
1D7RB1GT9AS759409,Honda,Civic,1995,Green
3N1AB7AP2FY873253,Lincoln,Aviator,2004,Puce
1GYUKEEJ3AR520761,Toyota,Sienna,2007,Maroon
1YVHZ8BH2B5078550,Mazda,RX-7,1992,Red
5TDDCRFH6ES026133,Ford,Laser,1985,Goldenrod
WBAPH7C57AA478027,Chevrolet,Suburban 2500,1997,Teal
1GT010CG5CF886727,Ford,Fiesta,2012,Purple
1GT022CG8EF340273,Maybach,57,2005,Indigo
WA1CV74L69D352771,Buick,Century,2004,Aquamarine
2T2BK1BAXCC175960,Cadillac,SRX,2007,Crimson
WBA3D5C53EF178184,Volkswagen,Corrado,1994,Violet
1G6DM8EG6A0317764,Mercedes-Benz,W201,1991,Yellow
JTDJTUD38ED321162,Toyota,Celica,1994,Indigo
WBAUP3C54BV399228,Hyundai,Genesis,2012,Violet
5N1AR1NB4CC130713,Subaru,Outback,2008,Purple
3N1CE2CPXFL088962,Pontiac,LeMans,1966,Goldenrod
5BZAF0AA2FN831585,Chrysler,PT Cruiser,2008,Aquamarine
SCBFR7ZA9CC457707,Rolls-Royce,Phantom,2013,Turquoise
2C3CCAPG8DH596283,Lexus,SC,2000,Aquamarine
19UUA8F55CA547913,Oldsmobile,Toronado,1992,Violet
3D73M3HL0AG822155,Ford,Escort,2002,Puce
1G6DM5EY1B0529657,Ford,E350,2008,Green
YV1672MS3B2932594,Ford,Taurus,2001,Orange
JN1CV6AP6CM257502,Honda,Accord,2001,Purple
1G4GC5EG3AF422489,Dodge,Grand Caravan,1995,Aquamarine
YV4902BZ0D1779525,Ford,Aerostar,1995,Turquoise
WAUDN74F28N257800,Buick,Skylark,1994,Fuscia
4T1BF1FK0FU247683,Mercedes-Benz,400E,1992,Crimson
WBAEJ13451A988831,Mazda,Mazdaspeed6,2007,Blue
19UUA56611A668653,Lincoln,Continental Mark VII,1987,Maroon
WBABN53423P834107,Bentley,Continental GT,2007,Blue
5BZBF0AA2EN282070,Kia,Rondo,2008,Red
1G6KP5ES7BU447791,Aston Martin,V8 Vantage,2012,Orange
3VWJP7ATXCM804015,Ford,Explorer Sport Trac,2002,Turquoise
1YVHZ8BH2C5789361,Pontiac,1000,1984,Turquoise
JHMFA3F29BS392709,Mazda,MX-5,2010,Maroon
1LNHL9DK8EG391208,Suzuki,SJ,1993,Purple
4T1BK3DB4CU161590,Honda,CR-V,2006,Fuscia
WAUDH48H99K110927,GMC,Suburban 2500,1992,Goldenrod
2FMDK3AK4BB393993,Audi,A3,2011,Maroon
WBA3V5C56EP285219,Volvo,S70,2000,Purple
2T2BK1BA7FC982540,Chevrolet,Corsica,1996,Fuscia
5N1AR1NB2CC022087,GMC,Yukon,2002,Teal
JN8AS5MT6AW129590,Honda,Civic,2004,Khaki
SAJWA6BC8F8054191,Chevrolet,Suburban 1500,1995,Yellow
2C4RDGEG2FR621748,Mercedes-Benz,CLK-Class,2000,Red
SAJWA4DC0DM851783,Lincoln,MKX,2009,Turquoise
3GYFK22299G848069,Pontiac,Grand Am,1999,Red
2G4WD532651435234,Buick,Electra,1988,Green
WAUAFAFL0BN942918,Lexus,ES,2005,Indigo
WBAPH5G52BN166206,Mazda,MX-6,1992,Purple
1D4PU5GK4BW465312,BMW,7 Series,1993,Maroon
1G6KF57983U103711,Chevrolet,Express 2500,2003,Green
1GYS4HKJ9FR697572,Acura,Integra,1998,Maroon
JN1BY1AR5EM694790,Ford,Club Wagon,1998,Goldenrod
1G6DP5E36D0168053,Porsche,944,1990,Maroon
SALWR2TF4FA992425,Mazda,Mazdaspeed6,2006,Violet
1N4AL3AP2DC616494,Honda,Insight,2006,Indigo
1G6DN8EV0A0402935,Kia,Sportage,2011,Violet
JH4KB16387C734984,Porsche,928,1987,Yellow
19XFB2E23CE740454,Saab,9-3,2010,Fuscia
1N6AF0LX8FN692738,Chevrolet,Equinox,2007,Red
