vin,brand,model,year,color
1N4AA5AP5AC466510,Nissan,Maxima,1996,Violet
JH4KB16397C816304,Volvo,C70,2008,Blue
WA1DGBFE8CD754315,Lexus,LX,1999,Pink
5TDBKRFH4FS098959,Scion,xB,2005,Teal
5GAKVAKD6EJ398432,Dodge,Caravan,2004,Purple
1C3CDWDA8CD430724,Ford,F-Series,1995,Purple
JN8BS1MW8EM293092,Toyota,Tercel,1993,Yellow
5N1AA0ND7FN374139,Nissan,Maxima,1996,Indigo
KMHFH4JG4FA189739,Isuzu,Stylus,1993,Purple
3VW517AT7EM813423,Plymouth,Grand Voyager,2000,Green
5FRYD4H26FB207893,Buick,Coachbuilder,1994,Purple
WAUJFAFH2AN646132,Oldsmobile,Silhouette,1995,Mauv
5UXZW0C52CL984007,Pontiac,G5,2008,Indigo
2FMDK3GC3BB062693,GMC,Vandura G1500,1995,Turquoise
WAURD68D21A477785,Cadillac,DTS,2006,Red
WAUGF78K09A640578,Acura,MDX,2009,Aquamarine
WAUKF98E38A017731,Lexus,ES,1995,Blue
JN8AS5MT0AW669078,Chevrolet,Silverado 1500,1999,Pink
JN1CV6EK3BM498947,GMC,3500 Club Coupe,1994,Crimson
1FT7W2A64EE470941,Suzuki,SJ,1994,Red
WA1WGAFP6EA002539,Toyota,Solara,1999,Aquamarine
WAUKF68E75A199010,Nissan,Sentra,1994,Puce
1G4GD5G36EF598935,Hyundai,Sonata,1998,Maroon
JN1EY1AP0EM802227,Ford,Mustang,2011,Orange
WA1LGAFE9BD023672,Ford,F150,2008,Indigo
WA1CGAFP9EA172719,Ford,Expedition,2002,Red
WBAXH5C57CD564007,Aston Martin,Vantage,2010,Yellow
WVGDF9BP5ED784458,Volkswagen,Eurovan,1997,Khaki
TRUTX28N011606002,GMC,Envoy,2000,Teal
SCFEBBCF0BG162427,Toyota,MR2,2004,Yellow
WDDGF4HB7CR877083,Pontiac,LeMans,1968,Fuscia
3N1CE2CP2FL205255,Honda,Prelude,1993,Orange
WBAEW53444P496804,Toyota,Corolla,2006,Yellow
3LN6L2LU0ER472147,Mercury,Topaz,1984,Yellow
WAUML54D01N424234,Hyundai,Santa Fe,2003,Pink
JTJBC1BA7C2009814,Toyota,Camry,2008,Puce
SCBCP7ZA9AC211083,Mercury,Grand Marquis,1990,Puce
5N1BA0NE1FN762156,Plymouth,Voyager,2000,Aquamarine
WBAPH5C52AA324541,Chevrolet,Camaro,1977,Goldenrod
JM1NC2EF3A0701462,Lexus,GS,2008,Khaki
WBAAV53481J149072,Ferrari,F430,2007,Mauv
SALSF2D41DA233670,Infiniti,QX,2002,Khaki
1G6AE5SX4D0196031,Mitsubishi,Galant,1993,Blue
WBA3N3C53EF463856,Subaru,Leone,1987,Goldenrod
JM3ER2W36A0320506,Volkswagen,Fox,1992,Khaki
WA1CMAFE2BD237993,Nissan,Altima,2005,Crimson
2C4JRGAG3ER876038,Nissan,Quest,2006,Crimson
WBAYF4C51FD988307,Mercedes-Benz,GLK-Class,2011,Puce
WBA3C1G54DN998431,Nissan,Altima,1997,Violet
1FADP3E2XEL151416,Toyota,MR2,2005,Puce
WDDEJ7GB2CA218867,Pontiac,Aztek,2005,Goldenrod
WAU3GAFC4DN420284,Mazda,RX-8,2007,Green
WAUBF98E28A873599,Aston Martin,V8 Vantage,2010,Purple
WAULF78K79N607813,Isuzu,Amigo,1993,Teal
1FTMF1E85AK223206,Isuzu,Hombre,1997,Khaki
WBAFU9C53CC372037,Nissan,Cube,2011,Mauv
1D7CW3GK7AS273906,Mazda,MPV,2003,Pink
JM1NC2LF2F0707490,Dodge,Ram 3500,2002,Khaki
JTHBE5C2XC5468022,Nissan,Xterra,2004,Orange
JN1CV6EK9BM524113,Cadillac,Escalade,2005,Fuscia
WBA6B2C53FG490292,Lexus,HS,2012,Fuscia
19XFB2F54DE483427,Dodge,Ram 3500 Club,1996,Crimson
3D7TP2CT7AG776073,Chrysler,PT Cruiser,2003,Blue
JN1AZ4EH1FM669026,Lincoln,Mark VIII,1995,Puce
WBANE73567B640541,Honda,Ridgeline,2006,Red
2C4RDGBG6DR747015,Chevrolet,Avalanche 1500,2004,Aquamarine
JN1CV6AP4DM046090,Audi,Q7,2011,Green
WAUKF98E27A022398,GMC,Jimmy,1993,Aquamarine
5NPEB4AC9CH830080,Ford,F-Series,2009,Yellow
W04GY5GVXB1247457,Dodge,Spirit,1992,Maroon
1GTPCTEX4AZ415073,Chevrolet,Cobalt,2008,Blue
YV1672MK7B2141422,Mercedes-Benz,E-Class,2009,Aquamarine
WBAPK5C52BF824897,Ford,Windstar,2002,Orange
WAUVC58E05A018846,GMC,Sierra 1500,2011,Aquamarine
1D7CW3GK2AS947234,Saab,9-2X,2005,Goldenrod
1C3BCBEB7EN797738,Chevrolet,Silverado 2500,2004,Mauv
WBA3T3C54FP974154,GMC,Savana 2500,1997,Turquoise
TRUDD38J591726566,Dodge,Grand Caravan,1996,Goldenrod
2G4WS52J051160796,Porsche,911,1996,Khaki
2FMDK3GC8BB359877,Pontiac,Grand Am,1993,Green
1G4HK5E90AU790598,Hyundai,Elantra,1996,Mauv
WAUHF98P78A141061,Toyota,Celica,2004,Mauv
1FTSW2A55AE962857,Mercedes-Benz,190E,1993,Aquamarine
YV1672MC5BJ053631,Mitsubishi,Montero,1993,Green
WBS3C9C55FP109546,Chevrolet,1500,1994,Khaki
WAUAF98E85A722970,Chevrolet,Corvette,1989,Blue
3GYFNKE44AS264930,Mazda,626,1996,Red
WVWGU9AN9BE814851,Ford,Aspire,1997,Indigo
WAUEFAFL2DA325760,Volkswagen,Cabriolet,1985,Purple
1G6DE8E53C0473632,Lincoln,Town Car,1989,Pink
KNADM5A3XE6335893,Chevrolet,Corvette,2012,Puce
1G6YV36A265500097,Ford,Thunderbird,1988,Mauv
5BZAF0AA1FN781004,Geo,Metro,1993,Blue
1N6AA0CA1EN113985,Pontiac,Grand Prix,1993,Crimson
JN8AZ2KR6CT705538,Ford,Mustang,1996,Green
YV440MBD9F1953217,Ford,Galaxie,1964,Teal
JN1AZ4EH8AM398281,Volkswagen,Passat,2012,Fuscia
JN8AE2KP0F9159413,Chrysler,New Yorker,1992,Violet
WBSBR93446P446162,Hyundai,Elantra,2006,Mauv
WAULC68E15A013734,Volvo,V70,1998,Maroon
SCBBR53W66C373002,Mitsubishi,Diamante,2005,Maroon
1G6AH5RX4F0724991,Toyota,4Runner,2012,Fuscia
WAUHE98P49A538540,Mercury,Villager,2000,Violet
WAU4FBFL9BA709288,Aptera,Type-1h,2010,Red
WBXPC9C45AW353358,BMW,M3,2010,Aquamarine
5N1AN0NW0FN510455,Hyundai,Azera,2012,Yellow
JN8AZ1MU7AW797458,GMC,1500 Club Coupe,1992,Orange
1G6KD57Y73U888851,Volkswagen,Golf,1989,Indigo
JHMFA3F23BS198547,Chrysler,Concorde,2001,Maroon
WAUJT68E63A565802,Porsche,Carrera GT,2005,Goldenrod
1G6DU6EA0A0711745,Maserati,Spyder,2004,Aquamarine
1G6AY5SX0E0787725,Ford,Freestar,2004,Teal
WA1LGAFEXBD408352,Dodge,Caliber,2012,Puce
WBAEW53463P006328,Chevrolet,Cruze,2012,Teal
SAJWJ2GD5F8754857,Lincoln,Navigator L,2012,Orange
2T1KE4EE1AC867372,Eagle,Talon,1991,Aquamarine
1G4CU541114925748,Buick,Regal,2011,Aquamarine
1G4PS5SK5E4849394,Holden,VS Commodore,1996,Maroon
3GTU1YEJ2DG122777,Ford,E-Series,1963,Blue
JM1CW2BL7D0844525,Chevrolet,Silverado 2500,2012,Goldenrod
2C3CDXHG9FH032496,Suzuki,Swift,1993,Red
WAUTFAFH7CN341494,Volkswagen,GTI,1995,Red
3C6TD5NT7CG212497,BMW,3 Series,1998,Orange
2LMDJ6JK1FB848123,Chevrolet,TrailBlazer,2005,Fuscia
1GKS1EEF3CR264477,Ford,Ranger,1990,Teal
JN1CV6FE1BM643623,Oldsmobile,98,1993,Red
WBAAW33421E673439,Panoz,Esperante,2006,Yellow
WBA3T1C53EP030574,Chevrolet,1500,1999,Khaki
3VWML7AJ9DM371439,Maybach,62,2004,Maroon
3D7JB1EK3BG615905,Plymouth,Voyager,1993,Turquoise
5GAKVCED3CJ168495,Chevrolet,Express 1500,1999,Green
WAUHGAFCXCN221339,Ford,Fairlane,1965,Turquoise
2C3CCAAG0DH308877,Plymouth,Breeze,1997,Turquoise
JM3TB2BA5B0669156,Mitsubishi,Galant,1997,Pink
5N1AL0MM1FC041510,Ford,Bronco,1990,Orange
WBAVA37508N741427,Volkswagen,Golf,2003,Khaki
5FRYD3H92GB765233,Ford,Crown Victoria,2004,Turquoise
5TFAW5F1XEX662067,Ford,EXP,1988,Violet
1G4GF5G38FF041472,Porsche,Cayenne,2012,Yellow
1G4GE5E37CF355082,Buick,Riviera,1986,Maroon
3GYFK66N73G727981,Mazda,MX-6,1991,Maroon
2T1BU4EE2BC367905,Mercedes-Benz,C-Class,2003,Yellow
WAUAC68D51A613231,Land Rover,Defender,1997,Pink
2G4WB55K121637672,Chevrolet,Equinox,2010,Puce
WBA3B3C59FJ374946,Mazda,MX-5,1990,Fuscia
3D73Y3CL1AG108398,Lincoln,Continental,1988,Orange
JTEBU5JRXD5370125,Nissan,Rogue,2011,Mauv
3C6JD6CT0CG701422,Bentley,Continental,2008,Crimson
JHMZE2H75ES228074,GMC,Sierra 1500,2002,Turquoise
1FTWX3B52AE535123,Mazda,MX-6,1996,Fuscia
5GAKRBED5BJ407672,Suzuki,Swift,1990,Green
5TDDK3DC2FS350303,Porsche,911,2009,Green
3N1AB7AP3FY476974,Ford,Bronco,1984,Teal
JH4CW2H67EC392026,Kia,Spectra5,2006,Crimson
WBANV93558C946198,Geo,Prizm,1994,Aquamarine
WAUKG68EX5A090148,Chrysler,New Yorker,1994,Goldenrod
SCFEBBCF0CG048056,Pontiac,Firebird,1984,Purple
1D4PU5GK3BW695732,Dodge,Ram Van 2500,2002,Mauv
WA1GFCFS4FR509739,Suzuki,Forenza,2004,Purple
YV1672MK9C2107595,Nissan,Sentra,2001,Crimson
4A31K3DT0BE677055,Mitsubishi,Galant,1986,Fuscia
5N1AN0NU6BC958235,Nissan,Sentra,1992,Yellow
JH4DC53893C867678,Audi,Quattro,1992,Pink
1G6DA1E39E0844510,Chevrolet,Corvette,2010,Blue
WAUDF78E18A449005,Infiniti,G37,2012,Pink
19UUA65536A506688,Mercedes-Benz,CL-Class,2003,Maroon
1G4PS5SK8E4126283,Mitsubishi,Outlander,2004,Goldenrod
19XFA1E80AE471828,Nissan,Versa,2008,Yellow
1NXBU4EEXAZ179968,Chevrolet,Express 3500,2010,Goldenrod
5UXWZ7C51F0837895,Toyota,4Runner,2010,Yellow
JTDKTUD32DD533333,Toyota,Land Cruiser,2009,Violet
WBAEW53405P474655,Pontiac,Grand Prix,1985,Purple
1FTEW1E82AF039385,Audi,riolet,1997,Puce
JTHBK1GG0E2348855,Ford,Ranger,1990,Crimson
WBAYA8C56DC491696,Mitsubishi,Lancer,2004,Indigo
WBA3A5C52EJ892832,Holden,VS Commodore,1996,Fuscia
WBA3B9C51EP819971,Nissan,Murano,2004,Yellow
2T1BU4EE9CC461474,Pontiac,Grand Prix,1998,Puce
WAUDN94F08N084225,Volkswagen,R32,2004,Orange
YV4952CTXE1295648,Toyota,RAV4,1997,Violet
1G6DV8EP8C0495434,Mazda,B-Series Plus,2000,Crimson
WAUHF98P99A912251,Oldsmobile,Ciera,1994,Pink
4T1BD1EB2FU991728,Cadillac,Seville,1993,Yellow
2G4WS55J631411166,Dodge,Avenger,1998,Mauv
JTHKD5BH7C2695064,Mercedes-Benz,W201,1985,Mauv
JM3TB2CA0F0050999,Audi,A4,1999,Mauv
SCFHDDAT3EG696070,Mitsubishi,Chariot,1990,Pink
5XYKT3A12BG442204,Jeep,Grand Cherokee,1999,Mauv
WBA3N3C58FK535515,GMC,Sonoma,2001,Fuscia
WAUED54BX1N231024,Ford,F150,2002,Teal
1G4HD57208U445219,Toyota,Tacoma,2009,Goldenrod
3C3CFFCR4FT004447,Dodge,Stratus,1997,Crimson
1G6KD57Y46U991035,Hyundai,Sonata,2006,Turquoise
WAULT58E34A282360,Ford,Mustang,2003,Red
5FPYK1F58EB456284,Plymouth,Acclaim,1992,Green
2C3CDXJG9EH729353,Porsche,928,1987,Aquamarine
WBAWR33568P575275,Honda,Prelude,1999,Fuscia
3D7TT2CTXAG461649,Audi,5000CS Quattro,1986,Puce
WBAKF3C57BE326428,Ford,Taurus,1990,Yellow
3C6TD5HT3CG526322,Dodge,Daytona,1992,Yellow
WAUCVAFR4AA564012,Ford,F-Series,1987,Indigo
2LMDJ6JK7BB052535,GMC,Sierra 3500,2001,Mauv
1GTN1UEH2FZ473380,GMC,Savana 2500,1996,Khaki
JN8AZ2KR2BT779019,Mercury,Capri,1992,Yellow
SCBZK25E62C608787,Mitsubishi,Excel,1989,Yellow
5N1AZ2MG6FN371491,Isuzu,Amigo,1994,Violet
WAUWFBFL3BA280884,Land Rover,Range Rover Sport,2006,Turquoise
WDDGF4HB9DG139637,Toyota,TundraMax,2007,Fuscia
1GYFK43549R371006,Mercedes-Benz,S-Class,1997,Indigo
KMHHT6KDXAU043991,Mitsubishi,Galant,1992,Puce
KNAFU5A23D5158303,Mercedes-Benz,S-Class,1997,Fuscia
19UUA9F20DA237665,Suzuki,Grand Vitara,2011,Fuscia
JTDKN3DU0B0740840,Nissan,Maxima,2001,Red
WBAVC53507A425365,Mercury,Mountaineer,2001,Blue
SCBBB7ZH7FC996430,Chevrolet,Silverado 2500,2008,Blue
1D7CE3GK2AS630900,Ford,E-Series,1992,Purple
JM1BL1H31A1015428,Infiniti,QX56,2007,Fuscia
WBAWV13587P998437,Mazda,Navajo,1991,Mauv
WP0CA2A82AS514707,Dodge,Caravan,2007,Orange
5J8TB3H58GL095183,Mercedes-Benz,W201,1991,Fuscia
WDDHF0EB0EB368871,Mazda,MX-6,1993,Aquamarine
3D73M3HL1BG597780,Scion,xD,2009,Blue
1N6AD0CU3DN278324,Ford,LTD Crown Victoria,1993,Blue
WAUDFBFC9CN675024,BMW,8 Series,1993,Indigo
JH4KC1F5XEC123804,Dodge,Ram 1500,2009,Red
WBAYB6C54DD308985,Buick,Park Avenue,2005,Fuscia
3N1AB6AP9CL668886,Toyota,Highlander,2001,Green
WAUJGBFC7DN469136,Dodge,Intrepid,2003,Blue
WDDNG9FB7DA673386,Isuzu,i-350,2006,Orange
2C3CDXJG3FH614846,Kia,Sedona,2012,Crimson
1N6AF0LX2EN255171,Jeep,Commander,2010,Khaki
WBAEN33412E747388,Ford,E-Series,2006,Violet
1N4AB7AP1DN253605,Chrysler,300,2008,Mauv
WAUUL78E98A432929,Pontiac,Grand Prix,2000,Blue
WAUAF48H18K674868,Lexus,SC,1994,Fuscia
5GADV23127D411651,Ford,Mustang,2008,Maroon
1C4RDJEG7EC820816,Mazda,CX-9,2009,Puce
WVGAV7AX9CW293047,Chevrolet,Silverado 3500,2009,Purple
1D7RB1CT6AS202172,Ford,F350,2008,Indigo
WBA3C3G54FN408713,BMW,Z4,2012,Violet
3C63DPNL3CG378186,Ford,Mustang,2003,Green
WAUBGAFB6AN141692,GMC,Yukon XL 1500,2001,Teal
3VWJP7AT6CM330533,GMC,3500 Club Coupe,1996,Indigo
WBA3K5C58EF620916,Jeep,Grand Cherokee,1993,Pink
JH4KC1F77EC995360,Ford,F350,2008,Khaki
1GYFC16219R688402,Maserati,Karif,1989,Goldenrod
SCBCC41N09C231906,Dodge,Ram Van 1500,1995,Green
1G6DM5E33C0717361,Honda,CR-X,1984,Blue
137ZA83331E393864,Ford,E150,2005,Teal
WAUPL58E24A062659,Mercedes-Benz,SL-Class,2001,Aquamarine
1GD11ZCG0DF058588,Lincoln,Navigator,2005,Aquamarine
WAUAH78E27A930635,Cadillac,SRX,2004,Indigo
1G6DP577470229632,Infiniti,Q,1993,Fuscia
JHMFA3F20BS974584,Buick,Regal,1992,Crimson
2T1BURHE1FC757196,Pontiac,Trans Sport,1996,Violet
5LMJJ3H50AE175753,Smart,Fortwo,2010,Indigo
1N6AD0CW7FN636660,Cadillac,CTS,2011,Maroon
JTDKTUD35ED240866,Nissan,Rogue,2010,Aquamarine
1G4PT5SV0F4068789,Nissan,Altima,2013,Turquoise
WBAFR9C58DD486144,Acura,RDX,2008,Blue
WAULT68E32A675021,Saab,9000,1998,Turquoise
1FTEX1CM7CF503450,Jeep,Cherokee,2000,Maroon
WBAUT9C51BA290036,Dodge,Dakota Club,2006,Maroon
1FMCU0F74EU622549,Oldsmobile,Achieva,1994,Pink
WBAYB6C56DD981423,BMW,1 Series,2010,Teal
1G6AB5RXXE0517585,Dodge,Ram 2500,2007,Blue
1G6DE8E58C0768449,Mitsubishi,Outlander,2005,Khaki
1B3CB4HA8AD194932,Volkswagen,Eos,2012,Fuscia
3VW1K7AJ5EM498857,Lincoln,Navigator L,2012,Puce
WUAUUAFGXCN739810,Dodge,Ram 2500,1995,Violet
WAUMF98K99A746168,Chrysler,Cirrus,1995,Teal
WDDUG7GB3FA802452,MINI,Clubman,2010,Aquamarine
WBA1J9C55FV992724,MINI,Cooper Clubman,2009,Puce
WAUDG74F45N462587,Volkswagen,Fox,1990,Teal
1G6DV57V190932872,GMC,Sierra 1500,2002,Turquoise
SCFEBBBK5EG696333,Porsche,Boxster,2011,Indigo
WAUMFAFH3FN407211,Infiniti,Q,1997,Orange
1G4HJ5EM4BU202470,Cadillac,Allante,1993,Purple
KMHDB8AEXCU523300,Maybach,57S,2005,Maroon
WAUSF78KX9N494323,Mitsubishi,Galant,1985,Pink
3C6TD5MT7CG936417,Ford,Expedition,2000,Maroon
WBALW7C51CD830072,Plymouth,Voyager,2000,Green
3C4PDCDGXET139512,Lincoln,Town Car,2002,Turquoise
1G6AK5S30F0919270,Mercury,Tracer,1991,Puce
WAUKH78E76A647182,Volkswagen,Cabriolet,1989,Orange
KNAFU6A28C5257901,GMC,Savana 3500,2009,Orange
YV1902FH8B2079502,Mazda,B-Series,1994,Green
SCFAD02A65G665676,Chrysler,300M,1999,Teal
JTHBE1D22F5928558,Maserati,228,1990,Turquoise
5N1AR2MM8FC437167,Ford,Falcon,1967,Maroon
1GD02XEG5FZ319970,BMW,Z3,1998,Blue
JH4CU2F67CC164761,Saab,9000,1994,Fuscia
1FTEW1CW8AF935322,Mercury,Cougar,1968,Maroon
SCBCP73W89C103778,GMC,Envoy XUV,2005,Violet
3FADP0L38BR607467,Oldsmobile,Bravada,2001,Blue
WAUDG58E45A336467,Mazda,626,1989,Khaki
1FTEW1C87AK815942,Volkswagen,GTI,1988,Pink
1G6KE54Y83U094958,Volvo,S40,2009,Red
4T1BF1FK9EU345755,Nissan,Altima,2013,Teal
3C3CFFER8FT392795,Pontiac,Parisienne,1985,Blue
WAULV44E27N268358,Pontiac,Trans Sport,1991,Violet
WAUPN44E77N517674,Lexus,LX,2009,Goldenrod
WA1AGAFE8CD500780,Mazda,MX-5,2003,Maroon
1YVHZ8BA2A5680415,Chrysler,Pacifica,2004,Maroon
WBAPM7G52AN203874,BMW,330,2005,Aquamarine
WAUMR94EX9N406012,Ford,Thunderbird,1992,Purple
1G4HP57M79U388320,Mazda,Protege,1992,Aquamarine
5J6TF2H55EL895542,Audi,Q7,2011,Orange
137FA90381E476395,Infiniti,M,1992,Crimson
WDDEJ7KB1CA103359,Mercury,Mountaineer,2004,Purple
2C3CA4CD5AH193649,Chevrolet,Suburban 2500,2007,Orange
WBSBL93444J808248,Chevrolet,Corvair,1960,Mauv
5UXWX9C50F0376058,Dodge,Ram 3500,2006,Blue
KMHEC4A47DA209799,GMC,Envoy,1999,Yellow
W04GR5EC5B1785966,Mercury,Grand Marquis,2002,Aquamarine
WA1AY74LX7D312933,Land Rover,Range Rover Sport,2008,Aquamarine
1N6AD0CWXFN711965,Buick,Park Avenue,2002,Pink
WAUEF98E16A415661,Audi,S6,2011,Purple
JN1CV6FE0AM166259,Toyota,Supra,1997,Puce
WBABS33411J576207,Suzuki,Equator,2012,Green
JN1CV6AP3DM892484,Toyota,Sienna,2007,Orange
1G4HB5EM2AU290852,Chevrolet,Suburban 2500,2007,Maroon
5N1AA0NC5EN192896,Buick,Rainier,2006,Yellow
5GALVAED5AJ161859,Chrysler,300M,2002,Violet
WAUBF78E48A798814,Dodge,Caravan,2000,Turquoise
WBAYM9C50DD235612,Subaru,Alcyone SVX,1992,Crimson
WDDHF0EB6EA225820,Saab,9-7X,2007,Fuscia
SCBBR53W66C324415,Honda,Accord,2012,Orange
5FNYF3H31FB843281,Maserati,Spyder,2005,Goldenrod
SCFEFBAC4AG700686,Chevrolet,Tahoe,2001,Indigo
WA1EV94L78D924692,Volvo,XC90,2012,Maroon
WAUAF78E18A790598,Chevrolet,Express 2500,1998,Puce
1G6DK5EV5A0778862,Buick,Rainier,2004,Puce
JM3TB2BA3F0745432,Chevrolet,Caprice,1977,Violet
1GYS4GEF5CR748286,Volkswagen,Passat,1990,Orange
WA1CFBFP2DA681283,Lotus,Elise,2009,Pink
3D7TT2CTXAG059999,Mitsubishi,Diamante,2004,Aquamarine
WAUBVAFBXBN867739,Audi,A4,2003,Aquamarine
3GYFNAEY7AS596891,Buick,Electra,1989,Blue
WBAUP7C56DV994866,Pontiac,Fiero,1988,Violet
WAUVT68EX5A981551,Mazda,Protege,1993,Teal
WAUVC58E03A680021,Dodge,Dakota,2005,Mauv
WAUWGAFB3BN840703,Dodge,Ram,2010,Indigo
JTEBU4BF7DK014943,Dodge,Aspen,1976,Red
WA1AY74L47D626805,Isuzu,Axiom,2003,Puce
WBAPH7G55AN935405,Mazda,626,1984,Khaki
1N4AA5AP6CC090869,Mazda,Millenia,1995,Goldenrod
19UUA8F51CA787654,Geo,Prizm,1992,Red
3D4PH6FV1AT501774,Audi,A6,2004,Green
1FMCU5K31AK643378,Mazda,RX-8,2004,Blue
3D7JB1ET5BG128455,Chevrolet,S10,1998,Pink
1D7RW3GK4AS882378,Chrysler,Prowler,2001,Yellow
SALGR2VF3EA969959,Audi,200,1989,Crimson
TRUTC28N621102647,Honda,Pilot,2004,Violet
JN1AZ4EH4CM555288,Pontiac,Trans Sport,1998,Pink
WA1CM74L49D971517,Chevrolet,Tahoe,2005,Green
JM1NC2MF4E0866752,Subaru,SVX,1996,Teal
WVGAV7AX3AW287497,Volkswagen,GTI,2003,Indigo
WAUMK98K99N486374,GMC,Savana 1500,2001,Pink
2FMPK3J97FB077181,Chevrolet,Monte Carlo,1998,Crimson
2G4GS5EK2C9056222,Chrysler,Voyager,2003,Violet
3D73Y3HL3BG724212,Mazda,Miata MX-5,2007,Red
WAUGFAFR0BA886582,Lexus,LS,1992,Yellow
WBAEU33473P524457,Toyota,Avalon,2003,Crimson
WAULC58E35A689872,Honda,S2000,2004,Orange
JN1AZ4EH4DM162988,Mercury,Grand Marquis,1996,Mauv
2D4RN4DE5AR350630,Mitsubishi,Outlander,2008,Aquamarine
2G4GP5EC0B9886769,Mercedes-Benz,C-Class,2006,Khaki
JH4DC54893C353716,Ford,Econoline E250,2002,Goldenrod
WBASP4C50BC266796,Ford,Escort,1984,Aquamarine
1G6AZ5S30E0676960,Bentley,Continental,2009,Indigo
3D73Y4CL1BG736016,Ford,Taurus,1997,Indigo
WA1YD54B95N209869,Dodge,Ram Van 2500,2001,Khaki
WAUJT64B72N684641,Mercedes-Benz,SLK-Class,1998,Orange
2C3CDXEJ0DH317262,Mitsubishi,GTO,1999,Goldenrod
JN8AF5MR8BT542851,Jeep,Compass,2010,Yellow
WBAVT73578F843745,Pontiac,6000,1991,Green
WAUUL78E17A816105,Nissan,Rogue,2009,Violet
KMHTC6AD8FU547894,Mercedes-Benz,300CE,1993,Aquamarine
SALAG2D44BA469008,Buick,Century,1985,Puce
1C6RD6FP6CS303867,Chevrolet,Camaro,1973,Goldenrod
1G6DS5E35D0944736,GMC,Yukon,2009,Mauv
WAUKFAFL6DA745377,Mercury,Villager,1994,Teal
1G6DG5E53D0253496,Cadillac,Catera,1997,Turquoise
1N6AD0CU9FN003849,Pontiac,Sunbird,1993,Violet
WBS3U9C59FJ131999,Volkswagen,R32,2004,Crimson
WAUUFAFH8AN055915,Ford,Escort,1990,Crimson
1G4GC5GCXBF568173,Chevrolet,Lumina APV,1993,Blue
WAUBH64B31N446127,Isuzu,Rodeo,1994,Yellow
WA1LFAFP8BA546798,Mitsubishi,Diamante,2001,Indigo
